Nombre de Cooperativa,Name Mes,#Mes,Año,Afiliado Hombres,Afiliados Mujeres,Personas Jurídicas,Menores Ahorrantes,Total Afiliados ,Cooperativa,Cierre
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Noviembre,11,2022,1062,2096,0,0,3158,EMPLEADOS PODER JUDICIAL,2022-11
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Diciembre,12,2022,1058,2100,0,0,3158,EMPLEADOS PODER JUDICIAL,2022-12
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Enero,1,2023,1048,2087,0,0,3135,EMPLEADOS PODER JUDICIAL,2023-01
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Febrero,2,2023,1048,2087,0,0,3135,EMPLEADOS PODER JUDICIAL,2023-02
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Marzo,3,2023,1090,2069,0,0,3159,EMPLEADOS PODER JUDICIAL,2023-03
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Abril,4,2023,1181,1999,0,0,3180,EMPLEADOS PODER JUDICIAL,2023-04
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Mayo,5,2023,1226,1967,0,0,3193,EMPLEADOS PODER JUDICIAL,2023-05
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Junio,6,2023,1227,1966,0,0,3193,EMPLEADOS PODER JUDICIAL,2023-06
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Julio,7,2023,1227,1972,0,0,3199,EMPLEADOS PODER JUDICIAL,2023-07
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Agosto,8,2023,1227,1990,0,0,3217,EMPLEADOS PODER JUDICIAL,2023-08
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Septiembre,9,2023,1224,2003,0,0,3227,EMPLEADOS PODER JUDICIAL,2023-09
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Octubre,10,2023,1221,1991,0,0,3212,EMPLEADOS PODER JUDICIAL,2023-10
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Noviembre,11,2023,1221,1988,0,0,3209,EMPLEADOS PODER JUDICIAL,2023-11
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Diciembre,12,2023,1211,1994,0,0,3205,EMPLEADOS PODER JUDICIAL,2023-12
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Enero,1,2024,1212,2010,0,0,3222,EMPLEADOS PODER JUDICIAL,2024-01
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Febrero,2,2024,1219,2005,0,0,3224,EMPLEADOS PODER JUDICIAL,2024-02
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Marzo,3,2024,1197,1995,0,0,3192,EMPLEADOS PODER JUDICIAL,2024-03
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Abril,4,2024,1172,1980,0,0,3152,EMPLEADOS PODER JUDICIAL,2024-04
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Mayo,5,2024,1186,1971,0,0,3157,EMPLEADOS PODER JUDICIAL,2024-05
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Junio,6,2024,1189,1980,0,0,3169,EMPLEADOS PODER JUDICIAL,2024-06
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Julio,7,2024,1199,1991,0,0,3190,EMPLEADOS PODER JUDICIAL,2024-07
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Agosto,8,2024,1190,1989,0,0,3179,EMPLEADOS PODER JUDICIAL,2024-08
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Septiembre,9,2024,1195,1991,0,0,3186,EMPLEADOS PODER JUDICIAL,2024-09
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Octubre,10,2024,1196,1993,0,0,3189,EMPLEADOS PODER JUDICIAL,2024-10
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Noviembre,11,2024,1207,2029,0,0,3236,EMPLEADOS PODER JUDICIAL,2024-11
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Diciembre,12,2024,1205,2029,0,0,3234,EMPLEADOS PODER JUDICIAL,2024-12
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Enero,1,2025,1224,2050,0,0,3274,EMPLEADOS PODER JUDICIAL,2025-01
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Febrero,2,2025,1236,2070,0,0,3306,EMPLEADOS PODER JUDICIAL,2025-02
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Marzo,3,2025,1230,2078,0,0,3308,EMPLEADOS PODER JUDICIAL,2025-03
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Abril,4,2025,1244,2105,0,0,3349,EMPLEADOS PODER JUDICIAL,2025-04
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Mayo,5,2025,1247,2105,0,0,3352,EMPLEADOS PODER JUDICIAL,2025-05
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Junio,6,2025,1245,2108,0,0,3353,EMPLEADOS PODER JUDICIAL,2025-06
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Julio,7,2025,1247,2112,0,0,3359,EMPLEADOS PODER JUDICIAL,2025-07
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Agosto,8,2025,1245,2107,0,0,3352,EMPLEADOS PODER JUDICIAL,2025-08
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Septiembre,9,2025,1244,2115,0,0,3359,EMPLEADOS PODER JUDICIAL,2025-09
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Octubre,10,2025,1251,2119,0,0,3370,EMPLEADOS PODER JUDICIAL,2025-10
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Noviembre,11,2025,1269,2135,0,0,3404,EMPLEADOS PODER JUDICIAL,2025-11
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Diciembre,12,2025,1268,2145,0,0,3413,EMPLEADOS PODER JUDICIAL,2025-12
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Enero,1,2026,1273,2163,0,0,3436,EMPLEADOS PODER JUDICIAL,2026-01
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Febrero,2,2026,1280,2158,0,0,3438,EMPLEADOS PODER JUDICIAL,2026-02
"Cooperativa de Ahorro y Crédito de los Empleados del Poder Judicial, Limitada (CACEPJ)",Marzo,3,2026,1288,2152,0,0,3440,EMPLEADOS PODER JUDICIAL,2026-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2019,1818,2312,0,0,4130,EMPLEADOS UNAH,2019-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2019,1818,2312,0,0,4130,EMPLEADOS UNAH,2019-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2019,0,0,0,0,0,EMPLEADOS UNAH,2019-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2019,1740,2255,0,0,3995,EMPLEADOS UNAH,2019-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2020,2086,2558,0,0,4644,EMPLEADOS UNAH,2020-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2020,2086,2558,0,0,4644,EMPLEADOS UNAH,2020-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2020,0,0,0,0,0,EMPLEADOS UNAH,2020-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2021,0,0,0,0,0,EMPLEADOS UNAH,2021-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2021,,,,,0,EMPLEADOS UNAH,2021-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2022,0,0,0,0,0,EMPLEADOS UNAH,2022-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Abril,4,2022,1399,1839,0,0,3238,EMPLEADOS UNAH,2022-04
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Mayo,5,2022,1399,1839,0,0,3238,EMPLEADOS UNAH,2022-05
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Julio,7,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-07
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Agosto,8,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-08
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Octubre,10,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-10
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Noviembre,11,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-11
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2022,1142,1655,0,0,2797,EMPLEADOS UNAH,2022-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Enero,1,2023,1436,1901,0,0,3337,EMPLEADOS UNAH,2023-01
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Febrero,2,2023,1436,1901,0,0,3337,EMPLEADOS UNAH,2023-02
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2023,1436,1901,0,0,3337,EMPLEADOS UNAH,2023-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Abril,4,2023,1436,1901,0,0,3337,EMPLEADOS UNAH,2023-04
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Mayo,5,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-05
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Julio,7,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-07
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Agosto,8,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-08
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Octubre,10,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-10
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Noviembre,11,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-11
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2023,1270,1716,0,0,2986,EMPLEADOS UNAH,2023-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Enero,1,2024,1270,1176,0,0,2446,EMPLEADOS UNAH,2024-01
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Febrero,2,2024,1270,1176,0,0,2446,EMPLEADOS UNAH,2024-02
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2024,1270,1176,0,0,2446,EMPLEADOS UNAH,2024-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Abril,4,2024,1313,1781,0,0,3094,EMPLEADOS UNAH,2024-04
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Mayo,5,2024,1313,1781,0,0,3094,EMPLEADOS UNAH,2024-05
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2024,1313,1781,0,0,3094,EMPLEADOS UNAH,2024-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Julio,7,2024,1313,1781,0,0,3094,EMPLEADOS UNAH,2024-07
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Agosto,8,2024,1329,1787,0,0,3116,EMPLEADOS UNAH,2024-08
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2024,1329,1787,0,0,3116,EMPLEADOS UNAH,2024-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Octubre,10,2024,1346,1821,0,0,3167,EMPLEADOS UNAH,2024-10
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Noviembre,11,2024,1346,1821,0,0,3167,EMPLEADOS UNAH,2024-11
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2024,1346,1821,0,0,3167,EMPLEADOS UNAH,2024-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Enero,1,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-01
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Febrero,2,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-02
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-03
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Abril,4,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-04
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Mayo,5,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-05
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Junio,6,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-06
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Julio,7,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-07
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Agosto,8,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-08
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Septiembre,9,2025,1346,1821,0,0,3167,EMPLEADOS UNAH,2025-09
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Octubre,10,2025,1830,1364,0,0,3194,EMPLEADOS UNAH,2025-10
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Noviembre,11,2025,1349,1815,0,0,3164,EMPLEADOS UNAH,2025-11
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Diciembre,12,2025,1344,1819,0,0,3163,EMPLEADOS UNAH,2025-12
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Enero,1,2026,1340,1806,0,0,3146,EMPLEADOS UNAH,2026-01
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Febrero,2,2026,1340,1806,0,0,3146,EMPLEADOS UNAH,2026-02
"Cooperativa de Ahorro y Crédito de Empleados de la UNAH, Limitada (CACEUNAH)",Marzo,3,2026,1333,1805,0,0,3138,EMPLEADOS UNAH,2026-03
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Marzo,3,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-03
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Abril,4,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-04
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Mayo,5,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-05
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Junio,6,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-06
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Julio,7,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-07
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Agosto,8,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-08
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Octubre,10,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-10
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Noviembre,11,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-11
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Diciembre,12,2023,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2023-12
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Enero,1,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-01
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Febrero,2,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-02
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Marzo,3,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-03
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Abril,4,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-04
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Mayo,5,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-05
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Junio,6,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-06
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Julio,7,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-07
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Agosto,8,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-08
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Septiembre,9,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-09
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Octubre,10,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-10
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Noviembre,11,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-11
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Diciembre,12,2024,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2024-12
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Enero,1,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-01
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Febrero,2,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-02
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Marzo,3,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-03
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Abril,4,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-04
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Mayo,5,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-05
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Mayo,6,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-06
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Octubre,10,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-10
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Noviembre,11,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-11
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Diciembre,12,2025,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2025-12
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Enero,1,2026,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2026-01
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) ",Febrero,2,2026,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2026-02
"Cooperativa Hondureña de Ahorro y Credito Emprendedores Turisticos, Limitada ( COOHDETUR) febrero 2023",Marzo,3,2026,221,224,0,0,445,EMPRENDEDORES TURISTICOS,2026-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2019,1103,1609,16,189,2917,ESFUERZO LANGÜEÑO,2019-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2019,1110,1613,15,196,2934,ESFUERZO LANGÜEÑO,2019-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2019,1109,1626,14,197,2946,ESFUERZO LANGÜEÑO,2019-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2019,1101,1608,16,184,2909,ESFUERZO LANGÜEÑO,2019-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2020,1124,1626,184,13,2947,ESFUERZO LANGÜEÑO,2020-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2020,1125,1621,175,12,2933,ESFUERZO LANGÜEÑO,2020-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2020,1126,1626,173,12,2937,ESFUERZO LANGÜEÑO,2020-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2020,1141,1633,11,151,2936,ESFUERZO LANGÜEÑO,2020-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2021,1138,1628,10,147,2923,ESFUERZO LANGÜEÑO,2021-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2021,1143,1630,10,143,2926,ESFUERZO LANGÜEÑO,2021-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2021,,,,,0,ESFUERZO LANGÜEÑO,2021-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2022,1076,1737,11,117,2941,ESFUERZO LANGÜEÑO,2022-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Abril,4,2022,0,0,0,0,0,ESFUERZO LANGÜEÑO,2022-04
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Mayo,5,2022,1076,1742,11,115,2944,ESFUERZO LANGÜEÑO,2022-05
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2022,1078,1748,11,115,2952,ESFUERZO LANGÜEÑO,2022-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Julio,7,2022,1081,1753,11,118,2963,ESFUERZO LANGÜEÑO,2022-07
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Agosto,8,2022,1085,1752,11,120,2968,ESFUERZO LANGÜEÑO,2022-08
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2022,1083,1760,11,128,2982,ESFUERZO LANGÜEÑO,2022-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Octubre,10,2022,1072,1764,11,125,2972,ESFUERZO LANGÜEÑO,2022-10
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Noviembre,11,2022,1092,1767,11,126,2996,ESFUERZO LANGÜEÑO,2022-11
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2022,1096,1775,11,125,3007,ESFUERZO LANGÜEÑO,2022-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Enero,1,2023,1097,1783,11,127,3018,ESFUERZO LANGÜEÑO,2023-01
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Febrero,2,2023,1097,1783,11,127,3018,ESFUERZO LANGÜEÑO,2023-02
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2023,1124,1792,11,131,3058,ESFUERZO LANGÜEÑO,2023-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Abril,4,2023,1130,1801,11,131,3073,ESFUERZO LANGÜEÑO,2023-04
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Mayo,5,2023,1130,1809,11,131,3081,ESFUERZO LANGÜEÑO,2023-05
