Nombre de Cooperativa,Name Mes,#Mes,Año,Afiliado Hombres,Afiliados Mujeres,Personas Jurídicas,Menores Ahorrantes,Total Afiliados ,Cooperativa,Cierre
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2023,1135,1816,11,132,3094,ESFUERZO LANGÜEÑO,2023-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Julio,7,2023,1137,1827,11,135,3110,ESFUERZO LANGÜEÑO,2023-07
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Agosto,8,2023,1142,1828,11,138,3119,ESFUERZO LANGÜEÑO,2023-08
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2023,1151,1832,11,140,3134,ESFUERZO LANGÜEÑO,2023-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Octubre,10,2023,1159,1834,11,139,3143,ESFUERZO LANGÜEÑO,2023-10
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Noviembre,11,2023,1164,1842,11,139,3156,ESFUERZO LANGÜEÑO,2023-11
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2023,1092,1760,11,137,3000,ESFUERZO LANGÜEÑO,2023-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Enero,1,2024,1068,1766,11,138,2983,ESFUERZO LANGÜEÑO,2024-01
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Febrero,2,2024,1098,1769,11,138,3016,ESFUERZO LANGÜEÑO,2024-02
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2024,1104,1773,11,140,3028,ESFUERZO LANGÜEÑO,2024-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Abril,4,2024,1114,1782,11,140,3047,ESFUERZO LANGÜEÑO,2024-04
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Mayo,5,2024,1117,1785,11,138,3051,ESFUERZO LANGÜEÑO,2024-05
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2024,1125,1791,11,139,3066,ESFUERZO LANGÜEÑO,2024-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Julio,7,2024,1136,1810,11,140,3097,ESFUERZO LANGÜEÑO,2024-07
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Agosto,8,2024,1143,1826,11,144,3124,ESFUERZO LANGÜEÑO,2024-08
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2024,1147,1834,11,147,3139,ESFUERZO LANGÜEÑO,2024-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Octubre,10,2024,1156,1846,12,148,3162,ESFUERZO LANGÜEÑO,2024-10
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Noviembre,11,2024,1166,1858,12,148,3184,ESFUERZO LANGÜEÑO,2024-11
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2024,1173,1873,12,151,3209,ESFUERZO LANGÜEÑO,2024-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Enero,1,2025,1173,1873,12,151,3209,ESFUERZO LANGÜEÑO,2025-01
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Febrero,2,2025,1186,1915,12,156,3269,ESFUERZO LANGÜEÑO,2025-02
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2025,1209,1943,13,155,3320,ESFUERZO LANGÜEÑO,2025-03
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Abril,4,2025,1227,1974,13,158,3372,ESFUERZO LANGÜEÑO,2025-04
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Mayo,5,2025,1239,2013,13,159,3424,ESFUERZO LANGÜEÑO,2025-05
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Junio,6,2025,1209,2046,13,158,3426,ESFUERZO LANGÜEÑO,2025-06
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Julio,7,2025,1262,2066,13,158,3499,ESFUERZO LANGÜEÑO,2025-07
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Agosto,8,2025,1281,2093,13,158,3545,ESFUERZO LANGÜEÑO,2025-08
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Septiembre,9,2025,1294,2114,13,159,3580,ESFUERZO LANGÜEÑO,2025-09
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Octubre,10,2025,1307,2124,14,169,3614,ESFUERZO LANGÜEÑO,2025-10
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Noviembre,11,2025,1316,2141,14,170,3641,ESFUERZO LANGÜEÑO,2025-11
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Diciembre,12,2025,1184,1972,13,169,3338,ESFUERZO LANGÜEÑO,2025-12
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Enero,1,2026,1204,1991,13,176,3384,ESFUERZO LANGÜEÑO,2026-01
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Febrero,2,2026,1227,2018,13,178,3436,ESFUERZO LANGÜEÑO,2026-02
"Cooperativa de Ahorro y Crédito Esfuerzo Langueño, Limitada",Marzo,3,2026,1255,2048,13,180,3496,ESFUERZO LANGÜEÑO,2026-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2019,3305,1673,0,0,4978,FE Y ESPERANZA,2019-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2019,1640,1590,8,162,3400,FE Y ESPERANZA,2019-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2019,1737,1695,8,0,3440,FE Y ESPERANZA,2019-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2019,1470,1675,8,197,3350,FE Y ESPERANZA,2019-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2020,1721,1732,178,8,3639,FE Y ESPERANZA,2020-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2020,1695,1710,190,8,3603,FE Y ESPERANZA,2020-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2020,1743,1745,193,8,3689,FE Y ESPERANZA,2020-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2020,1805,1837,8,201,3851,FE Y ESPERANZA,2020-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2021,1813,1929,8,201,3951,FE Y ESPERANZA,2021-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2021,1856,1986,8,205,4055,FE Y ESPERANZA,2021-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2021,,,,,0,FE Y ESPERANZA,2021-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2022,1912,2036,7,195,4150,FE Y ESPERANZA,2022-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Abril,4,2022,1922,2036,7,199,4164,FE Y ESPERANZA,2022-04
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Mayo,5,2022,1949,2050,8,201,4208,FE Y ESPERANZA,2022-05
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2022,1974,2061,7,202,4244,FE Y ESPERANZA,2022-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Julio,7,2022,2012,2106,7,203,4328,FE Y ESPERANZA,2022-07
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Agosto,8,2022,2020,2124,7,204,4355,FE Y ESPERANZA,2022-08
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2022,2031,2143,7,204,4385,FE Y ESPERANZA,2022-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Octubre,10,2022,1830,1970,6,190,3996,FE Y ESPERANZA,2022-10
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Noviembre,11,2022,1828,1986,6,191,4011,FE Y ESPERANZA,2022-11
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2022,1835,2002,6,194,4037,FE Y ESPERANZA,2022-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Enero,1,2023,1870,2028,6,197,4101,FE Y ESPERANZA,2023-01
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Febrero,2,2023,1870,2028,6,197,4101,FE Y ESPERANZA,2023-02
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2023,1914,2070,6,203,4193,FE Y ESPERANZA,2023-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Abril,4,2023,1930,2073,6,208,4217,FE Y ESPERANZA,2023-04
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Mayo,5,2023,1912,2054,7,207,4180,FE Y ESPERANZA,2023-05
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2023,1926,2074,7,211,4218,FE Y ESPERANZA,2023-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Julio,7,2023,1931,2087,7,210,4235,FE Y ESPERANZA,2023-07
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Agosto,8,2023,1952,2097,7,208,4264,FE Y ESPERANZA,2023-08
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2023,1979,2118,7,205,4309,FE Y ESPERANZA,2023-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Octubre,10,2023,1984,2132,7,199,4322,FE Y ESPERANZA,2023-10
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Noviembre,11,2023,1990,2144,7,204,4345,FE Y ESPERANZA,2023-11
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2023,1841,2023,7,190,4061,FE Y ESPERANZA,2023-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Enero,1,2024,1900,2076,7,191,4174,FE Y ESPERANZA,2024-01
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Febrero,2,2024,1913,2079,7,197,4196,FE Y ESPERANZA,2024-02
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2024,1924,2078,7,197,4206,FE Y ESPERANZA,2024-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Abril,4,2024,1947,2091,7,202,4247,FE Y ESPERANZA,2024-04
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Mayo,5,2024,1953,2109,7,205,4274,FE Y ESPERANZA,2024-05
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2024,1972,2113,6,211,4302,FE Y ESPERANZA,2024-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Julio,7,2024,1974,2118,6,214,4312,FE Y ESPERANZA,2024-07
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Agosto,8,2024,1973,2130,6,216,4325,FE Y ESPERANZA,2024-08
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2024,1980,2137,6,220,4343,FE Y ESPERANZA,2024-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Octubre,10,2024,2007,2133,6,222,4368,FE Y ESPERANZA,2024-10
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Noviembre,11,2024,2005,2152,6,227,4390,FE Y ESPERANZA,2024-11
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2024,1996,2142,6,226,4370,FE Y ESPERANZA,2024-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Enero,1,2025,1816,1980,5,220,4021,FE Y ESPERANZA,2025-01
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Febrero,2,2025,1840,1998,5,219,4062,FE Y ESPERANZA,2025-02
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2025,1856,2006,5,220,4087,FE Y ESPERANZA,2025-03
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Abril,4,2025,1862,1995,5,221,4083,FE Y ESPERANZA,2025-04
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Mayo,5,2025,1878,2030,5,231,4144,FE Y ESPERANZA,2025-05
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Junio,6,2025,1904,2062,5,234,4205,FE Y ESPERANZA,2025-06
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Julio,7,2025,1917,2077,5,235,4234,FE Y ESPERANZA,2025-07
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Agosto,8,2025,1929,2074,5,239,4247,FE Y ESPERANZA,2025-08
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Septiembre,9,2025,1920,2068,6,243,4237,FE Y ESPERANZA,2025-09
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Octubre,10,2025,1916,2072,6,245,4239,FE Y ESPERANZA,2025-10
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Noviembre,11,2025,1923,2073,6,244,4246,FE Y ESPERANZA,2025-11
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Diciembre,12,2025,1925,2066,6,247,4244,FE Y ESPERANZA,2025-12
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Enero,1,2026,1807,1951,6,238,4002,FE Y ESPERANZA,2026-01
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Febrero,2,2026,1807,1953,6,240,4006,FE Y ESPERANZA,2026-02
"Cooperativa de Ahorro y Crédito Fe y Esperanza, Limitada",Marzo,3,2026,1816,1959,6,243,4024,FE Y ESPERANZA,2026-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2019,5222,4282,3,1899,11406,FINACOOP,2019-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2019,5152,4241,4,1891,11288,FINACOOP,2019-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2019,5158,4270,4,1826,11258,FINACOOP,2019-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2019,5191,4246,3,1887,11327,FINACOOP,2019-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2020,5188,4303,4,1837,11332,FINACOOP,2020-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2020,5208,4324,1826,4,11362,FINACOOP,2020-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2020,5217,4336,1825,4,11382,FINACOOP,2020-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2020,5285,4392,4,1856,11537,FINACOOP,2020-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2021,5397,4453,4,1897,11751,FINACOOP,2021-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2021,5449,4525,4,1395,11373,FINACOOP,2021-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2021,,,,,0,FINACOOP,2021-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2022,5677,4681,4,1989,12351,FINACOOP,2022-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Abril,4,2022,5686,4700,4,1996,12386,FINACOOP,2022-04
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Mayo,5,2022,5702,4718,4,2008,12432,FINACOOP,2022-05
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2022,5716,4742,4,2022,12484,FINACOOP,2022-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Julio,7,2022,5721,4757,4,2018,12500,FINACOOP,2022-07
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Agosto,8,2022,5732,4785,4,2023,12544,FINACOOP,2022-08
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2022,5746,4808,4,2021,12579,FINACOOP,2022-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Octubre,10,2022,5756,4832,4,2024,12616,FINACOOP,2022-10
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Noviembre,11,2022,5774,4853,4,2033,12664,FINACOOP,2022-11
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2022,4337,3456,4,2028,9825,FINACOOP,2022-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Enero,1,2023,4337,3456,4,2028,9825,FINACOOP,2023-01
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Febrero,2,2023,4337,3456,4,2028,9825,FINACOOP,2023-02
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2023,4412,3531,4,2039,9986,FINACOOP,2023-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Abril,4,2023,4423,3559,4,2039,10025,FINACOOP,2023-04
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Mayo,5,2023,4478,3608,4,2043,10133,FINACOOP,2023-05
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2023,4509,3622,4,2053,10188,FINACOOP,2023-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Julio,7,2023,4524,3642,4,2070,10240,FINACOOP,2023-07
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Agosto,8,2023,4537,3652,4,2090,10283,FINACOOP,2023-08
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2023,4565,3679,4,2104,10352,FINACOOP,2023-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Octubre,10,2023,4580,3682,4,2107,10373,FINACOOP,2023-10
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Noviembre,11,2023,4585,3696,4,2101,10386,FINACOOP,2023-11
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2023,3674,2861,4,2106,8645,FINACOOP,2023-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Enero,1,2024,3620,2823,4,2110,8557,FINACOOP,2024-01
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Febrero,2,2024,3658,2879,4,2115,8656,FINACOOP,2024-02
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2024,3664,2872,4,2117,8657,FINACOOP,2024-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Abril,4,2024,3668,2886,4,2120,8678,FINACOOP,2024-04
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Mayo,5,2024,3685,2895,4,2113,8697,FINACOOP,2024-05
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2024,3698,2919,4,2113,8734,FINACOOP,2024-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Julio,7,2024,3700,2943,4,2104,8751,FINACOOP,2024-07
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Agosto,8,2024,3723,2960,4,2104,8791,FINACOOP,2024-08
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2024,3746,2986,4,2109,8845,FINACOOP,2024-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Octubre,10,2024,3758,2993,4,2105,8860,FINACOOP,2024-10
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Noviembre,11,2024,3770,2999,4,2093,8866,FINACOOP,2024-11
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2024,3775,3006,4,2083,8868,FINACOOP,2024-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Enero,1,2025,3800,3028,4,2093,8925,FINACOOP,2025-01
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Febrero,2,2025,3829,3062,4,2099,8994,FINACOOP,2025-02
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2025,3827,3076,4,2097,9004,FINACOOP,2025-03
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Abril,4,2025,3826,3084,4,2089,9003,FINACOOP,2025-04
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Mayo,5,2025,3842,3098,4,2089,9033,FINACOOP,2025-05
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Junio,6,2025,3174,2538,4,2035,7751,FINACOOP,2025-06
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Julio,7,2025,3177,2545,4,2030,7756,FINACOOP,2025-07
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Agosto,8,2025,3188,2549,4,2036,7777,FINACOOP,2025-08
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Septiembre,9,2025,3191,2551,4,2038,7784,FINACOOP,2025-09
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Octubre,10,2025,3189,2553,4,2033,7779,FINACOOP,2025-10
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Noviembre,11,2025,3206,2571,4,2037,7818,FINACOOP,2025-11
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Diciembre,12,2025,3221,2580,4,2025,7830,FINACOOP,2025-12
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Enero,1,2026,3251,2616,4,2030,7901,FINACOOP,2026-01
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Febrero,2,2026,3216,2593,4,1996,7809,FINACOOP,2026-02
"Cooperativa de Ahorro y Crédito FINACOOP, Limitada",Marzo,3,2026,3237,2632,4,2003,7876,FINACOOP,2026-03
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Julio,7,2022,607,867,4,47,1525,FRATERNIDAD HONDURAS,2022-07
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Agosto,8,2022,608,876,4,48,1536,FRATERNIDAD HONDURAS,2022-08
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Septiembre,9,2022,608,876,4,48,1536,FRATERNIDAD HONDURAS,2022-09
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Octubre,10,2022,608,876,4,48,1536,FRATERNIDAD HONDURAS,2022-10
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Noviembre,11,2022,411,618,0,0,1029,FRATERNIDAD HONDURAS,2022-11
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Diciembre,12,2022,509,612,1,50,1172,FRATERNIDAD HONDURAS,2022-12
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Enero,1,2023,410,618,1,50,1079,FRATERNIDAD HONDURAS,2023-01
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Febrero,2,2023,410,618,1,50,1079,FRATERNIDAD HONDURAS,2023-02
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Marzo,3,2023,435,647,1,49,1132,FRATERNIDAD HONDURAS,2023-03
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Abril,4,2023,436,651,1,48,1136,FRATERNIDAD HONDURAS,2023-04
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Mayo,5,2023,442,660,1,48,1151,FRATERNIDAD HONDURAS,2023-05
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Junio,6,2023,442,660,1,48,1151,FRATERNIDAD HONDURAS,2023-06
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Julio,7,2023,449,650,2,47,1148,FRATERNIDAD HONDURAS,2023-07
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Agosto,8,2023,449,650,2,45,1146,FRATERNIDAD HONDURAS,2023-08
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Septiembre,9,2023,453,652,2,44,1151,FRATERNIDAD HONDURAS,2023-09
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Octubre,10,2023,455,657,2,47,1161,FRATERNIDAD HONDURAS,2023-10
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Noviembre,11,2023,455,657,2,47,1161,FRATERNIDAD HONDURAS,2023-11
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Diciembre,12,2023,458,646,2,47,1153,FRATERNIDAD HONDURAS,2023-12
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Enero,1,2024,460,645,2,46,1153,FRATERNIDAD HONDURAS,2024-01
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Febrero,2,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-02
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Marzo,3,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-03
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Abril,4,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-04
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Mayo,5,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-05
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Junio,6,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-06
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Julio,7,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-07
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Agosto,8,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-08
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Septiembre,9,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-09
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Octubre,10,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-10
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Noviembre,11,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-11
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Diciembre,12,2024,465,661,2,46,1174,FRATERNIDAD HONDURAS,2024-12
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Enero,1,2025,465,661,2,46,1174,FRATERNIDAD HONDURAS,2025-01
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Febrero,2,2025,465,661,2,46,1174,FRATERNIDAD HONDURAS,2025-02
"Cooperativa de Ahorro y Crédito Fraternidad Honduras, Limitada",Marzo,3,2025,465,661,2,46,1174,FRATERNIDAD HONDURAS,2025-03
