COOPERATIVA,MES#,AÑO,ACTIVOS TOTALES,ACTIVOS NETOS,DISPONIBILIDADES,Depositos BCH hn,Depositos Bancos hn,INVERSIONES,Inversiones hn,Inversiones FEC hn,PRESTAMOS,Vigentes hn,Atrasados hn,Vencidos hn,Demanda Judicial hn,CUENTAS X COBRAR,ACTIVOS EVENTUALES,"PROPIEDAD, PLANTA, EQUIPO",CARGOS DIFERIDOS,ACTIVOS DE INVERSION,ACTIVOS INTANGIBLES,PASIVOS TOTALES,EXIGIBILIDADES INMEDIATAS,EXIGIBILIDADES X DEPOSITOS,Depositos Ahorro hn,DPF hn,OTRAS EXIGIBILIDADES,OBLIGACIONES BANCARIAS,CREDITOS DIFERIDOS,PROVISIONES DE VALUACION,PROVISIONES EVENTUALES,PATRIMONIO,PATRIMONIO PRIMARIO,Aportaciones,Reserva,PATRIMONIO COMPLEMENTARIO,PROPIEDAD PLANTA EQUIPO
MX ZIP BUENA VISTA,12,2022,66928213,66928213,6846438,0,6820812,1109500,475848,633651,58972275,57710173,1242549,19552,0,0,0,0,0,0,0,0,0,0,1203553,0,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,1,2023,67692583,67692583,6316260,0,6224158,1110275,475848,634426,60266048,58799584,1434587,31875,0,0,0,0,0,0,0,0,0,0,1506657,0,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,2,2023,69137138,69137138,7050451,0,7045061,1110929,475848,635081,60975758,59540483,1405715,29560,0,0,0,0,0,0,0,0,0,0,2022411,0,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,3,2023,66324502,66324502,6698002,0,6634794,778826,475848,302978,58847674,58162067,656964,28642,0,0,0,0,0,0,0,0,0,0,2356520,248000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,4,2023,65144048,65144048,7554765,0,7521361,778826,475848,302978,56810457,55937210,822810,50436,0,0,0,0,0,0,0,0,0,0,2852656,248000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,5,2023,64929371,64929371,5775902,0,5630670,779826,476848,302978,58373643,57803204,534083,36354,0,0,0,0,0,0,0,0,0,0,3338334,248000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,6,2023,63903880,63903880,5187203,0,5125967,788254,476848,311405,57928423,57547721,357625,23076,0,0,0,0,0,0,0,0,0,0,4047535,250000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,7,2023,66482456,66482456,6915368,0,6794184,788254,476848,311405,58778834,58393704,357625,27504,0,0,0,0,0,0,0,0,0,0,4501390,250000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,8,2023,66952933,66952933,6191663,0,6048053,788254,476848,311405,59973016,59588857,357625,26533,0,0,0,0,0,0,0,0,0,0,5059634,250000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,9,2023,66566680,66566680,5378271,0,5294856,870071,558665,311405,60318338,59661739,602922,53676,0,0,0,0,0,0,0,0,0,0,5693628,250000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,10,2023,68919729,68919729,7013106,0,6889185,870071,558665,311405,61036552,60138947,831355,66249,0,0,0,0,0,0,0,0,0,0,6234988,252000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,11,2023,72324777,72324777,9723977,0,9592659,870071,558665,311405,61730729,60837738,829766,63224,0,0,0,0,0,0,0,0,0,0,6659438,252000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,12,2023,67441230,67441230,6526155,0,6401680,889598,578193,311405,60025477,58958185,1057158,10133,0,0,0,0,0,0,0,0,0,0,1066150,257000,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,1,2024,66622294,66622294,4711828,0,4466978,889598,578193,311405,61020868,59635040,1373905,11922,0,0,0,0,0,0,0,0,0,0,1221949,291509,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,2,2024,67013817,67013817,4561055,0,4338035,889598,578193,311405,61563164,60165260,1367025,30878,0,0,0,0,0,0,0,0,0,0,1662510,291509,0,0,0,0,0,0,0,0,0,0,
MX ZIP BUENA VISTA,3,2024,73648416,71966127,3914371,0,3782984,911405,600000,311405,65172519,63946077,1218187,8253,0,2026888,54145,1457791,111297,0,0,24863249,1369916,2576964,2285455,291509,0,15347702,49406,1682289,3836970,48785169,48089196,42576992,5512203,695972,
MX ZIP BUENA VISTA,4,2024,73935465,72247785,3980658,0,3842454,911405,600000,311405,65440427,63425134,1997454,17839,0,1966189,54145,1457791,124850,0,0,25320474,1103366,2990909,2699400,291509,0,15120007,405407,1687680,4013103,48614994,48016219,42504015,5512203,598775,
MX ZIP BUENA VISTA,5,2024,74705489,73007170,1553889,0,1403390,911405,600000,311405,65677731,63469730,2194005,13995,0,4908902,54145,1457791,141626,0,0,25394421,929302,3609857,3295347,314509,0,14922702,51887,1698319,4182352,49311070,48304053,42791849,5512203,1007016,
MX ZIP BUENA VISTA,6,2024,71799141,70095439,1524499,0,1227873,911405,600000,311405,61507942,59491669,2007988,8284,0,6219313,54145,1457791,124046,0,0,29115393,5692660,2851350,2536841,314509,0,14922702,26340,1703702,3918637,42683751,42000015,36487811,5512203,683735,
MX ZIP BUENA VISTA,7,2024,66589419,64880534,4798200,0,4658082,911405,600000,311405,58337665,56180718,2156018,928,0,914696,54145,1457791,115517,0,0,27063253,5420497,1628430,1313921,314509,0,14399863,27470,1708885,3878105,39526169,39110578,33598374,5512203,415591,
MX ZIP BUENA VISTA,8,2024,65221386,63507145,4179041,0,4146780,985912,674506,311405,57560788,54719818,2840344,625,0,876059,54145,1457791,107650,0,0,0,5505855,1562214,1247705,314509,0,14186409,75049,1714241,3959821,38217795,38098224,32586020,5512203,119570,
MX ZIP BUENA VISTA,9,2024,64149667,62429906,3656455,0,3581373,990339,674506,315832,56994119,53691859,3300664,1595,0,892958,54145,1457791,103860,0,0,26871638,5577359,1536779,1247269,289509,0,13958040,72838,1719761,4006860,37278031,37667407,32155203,5512203,-389376,
MX ZIP BUENA VISTA,10,2024,59418872,57655820,3307126,0,3268103,990339,674506,315832,52634351,49919612,2709580,5158,0,873825,54145,1457791,101295,0,0,27188329,6060984,1456946,1167437,289509,0,13731873,27202,1763052,4148268,32230545,33124242,27612038,5512203,-893696,
MX ZIP BUENA VISTA,11,2024,48860329,47091083,3035096,0,2974180,990339,674506,315832,42452166,39774408,2671730,6026,0,769887,54145,1457791,100905,0,0,27191153,6258252,752652,463142,289509,0,13521458,615309,1769246,4274234,21669178,22636703,17124499,5512203,-967525,
MX ZIP BUENA VISTA,12,2024,47202294,45428002,2359505,0,2267520,1021587,705754,315832,41182596,38286578,2868074,27943,0,1026385,54145,1457791,100285,0,0,24366366,6305783,757349,474839,282509,0,13256940,21273,1774292,2250727,22835930,21999091,16472499,5526592,836838,
MX ZIP BUENA VISTA,1,2025,47060294,45122623,2306798,0,2208359,1021587,705754,315832,41111222,37905959,3175341,29921,0,981756,54145,1457791,126995,0,0,24743341,6409122,770889,478379,292509,0,13256940,21273,1937671,2347445,22316954,21753367,16226774,5526592,563587,
MX ZIP BUENA VISTA,2,2025,46138619,44156574,1174875,0,1127476,1021587,705754,315832,40943142,37724028,3175341,43772,0,1357984,54145,1457791,129095,0,0,23976867,5525679,779839,487330,292509,0,13256940,21273,1982045,2411089,22161753,21488724,15962131,5526592,673029,
MX ZIP BUENA VISTA,3,2025,45704567,43550062,1039955,0,910895,1021587,705754,315832,40257793,36967637,3171021,119133,0,1744401,54145,1457791,128895,0,0,24010327,5340250,726648,434138,292509,0,13256940,20273,2154505,2511710,21694240,20902146,15273654,5628492,792094,
MX ZIP BUENA VISTA,4,2025,45303819,42994844,1002157,0,924607,1021587,705754,315832,39756551,36013998,3584488,158064,0,1881809,54145,1457791,129779,0,0,24421094,5594872,710595,418086,292509,0,13256940,9073,2308975,2540636,20882727,19972490,14343998,5628492,910237,
MX ZIP BUENA VISTA,5,2025,44192664,41711220,1325538,0,1273924,1021587,705754,315832,38149005,31812216,6171851,164937,0,2059173,54145,1457791,125425,0,0,24499477,5533207,657949,365440,292509,0,13256940,11341,2481444,2558593,19693189,18591751,12963259,5628492,1101437,
MX ZIP BUENA VISTA,6,2025,43092848,40367735,2151191,0,2009322,1021587,705754,315832,36193336,27274576,8720113,198645,0,2089573,54145,1457791,125225,0,0,24627372,5407271,714524,422015,292509,0,13256940,89930,2725113,2433592,18465476,17549774,11921282,5628492,915701,
MX ZIP BUENA VISTA,7,2025,41117767,38384671,1595145,0,1352254,126491,5874,120616,35677425,26212663,9236173,228588,0,2081448,54145,1457791,125322,0,0,23801030,4906152,431308,431308,0,0,13256940,12390,2733096,2461142,17316740,17346047,11717555,5628492,-29306,
MX ZIP BUENA VISTA,8,2025,41254730,38289299,1471565,0,1294662,242088,121471,120616,35560023,25466697,9838947,254378,0,2344573,54145,1457791,124545,0,0,24077014,4953737,430229,430229,0,0,13200124,7160,2965431,2520331,17177719,17297460,11668968,5628492,-119741,
MX ZIP BUENA VISTA,9,2025,40489318,36749153,904421,0,805793,242088,121471,120616,35259231,24730793,10256214,272222,0,2447367,54145,1457791,124275,0,0,24449590,4780542,409309,409309,0,0,13144597,5700,3740165,2369273,16039729,17060993,11432501,5628492,-1021264,
MX ZIP BUENA VISTA,10,2025,40845499,36675172,1232983,0,1112372,242088,121471,120616,34551362,24457621,9818228,275511,0,3183075,54145,1457791,124055,0,0,24741806,4694676,392391,392391,0,0,13094734,7204,4170327,2382471,16103695,16803647,11175155,5628492,-699952,
MX ZIP BUENA VISTA,11,2025,39834394,35407319,835593,0,750331,242088,121471,120616,33685682,23138552,10268892,278237,0,3334021,54145,1457791,225074,0,0,24203892,4676304,357707,357707,0,0,13035958,16531,4427075,1690314,15630504,16638928,11010436,5628492,-1008424,
MX ZIP BUENA VISTA,12,2025,39018701,34384790,719605,0,653698,264677,144060,120616,32688277,20986068,11388660,313547,0,3710521,54145,1457791,123685,0,0,23101060,4084744,367896,367896,0,0,12969764,10700,4633911,1034042,15917642,16620607,10992115,5628492,-702964,
MX ZIP BUENA VISTA,1,2026,38901093,34254837,1353164,0,1306583,264677,144060,120616,32057867,18646222,13100635,311009,0,3589944,54145,1457791,123505,0,0,23215037,4135805,389088,389088,0,0,12912142,24300,4646256,1107444,15686057,14984503,10793915,4190587,701554,
MX ZIP BUENA VISTA,2,2026,36810128,32153665,487473,0,447173,264677,144060,120616,32032843,18172825,13538675,321342,0,2383344,54145,1457791,129855,0,0,22645136,3465808,420551,420551,0,0,12857052,45232,4656463,1200027,14164994,13199258,9008670,4190587,965736,
MX ZIP BUENA VISTA,3,2026,37233026,32564378,305267,,,264677,,,31999810,,,,,3028339,54145,,122995,0,0,22562827,3432606,436316,436316,0,0,12801337,16137,4668647,1207781,14670199,13226821,9036233,4190587,1443377,1457791
NUEVA VIDA,1,2019,806835838,806835838,42156983,0,38401181,138042540,79931158,32120000,626636315,526846480,90622840,199231,8967762,0,0,0,0,0,0,0,0,0,217823613,69427511,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2019,809708075,809708075,47986838,0,44867856,136878571,76743158,33020000,624842666,523398369,92928304,237228,8278764,0,0,0,0,0,0,0,0,0,0,286832389,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2019,817426249,817426249,47689768,0,43836179,137022365,76376170,33532003,632714116,533211548,91490234,228745,7783588,0,0,0,0,0,0,0,0,0,223468229,65701811,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,4,2019,818723625,818723625,29514962,0,24902355,137858239,77200170,33532000,651350424,537844941,105456644,432733,7616104,0,0,0,0,0,0,0,0,0,222270832,66265911,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,6,2019,823550397,823550397,32037915,0,27013533,130434285,67200170,36031677,661078197,552746016,96105624,1350546,10876009,0,0,0,0,0,0,0,0,0,227394818,64030299,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,7,2019,826410695,826410695,34357289,0,29407736,129351833,66110170,36031677,662701573,556606242,95307248,620540,10167542,0,0,0,0,0,0,0,0,0,229043187,63874299,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,8,2019,833369318,833369318,34162779,0,29812067,129424205,66110170,36031677,669782334,567502967,93488855,1577558,7212952,0,0,0,0,0,0,0,0,0,234593335,63875586,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,9,2019,836295542,836295542,33319833,0,28987091,129476444,66110350,36031677,673499265,566046739,95989120,1465942,9997462,0,0,0,0,0,0,0,0,0,236702201,62994586,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,10,2019,841379788,841379788,36751573,0,31453598,129489875,66110350,36031677,675138340,555435556,105493429,641328,13568025,0,0,0,0,0,0,0,0,0,240340751,64564586,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,11,2019,850830498,850830498,31939468,0,27525684,129494648,66110350,36031677,689396382,579413387,99018725,654037,10310231,0,0,0,0,0,0,0,0,0,243688142,64664586,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,12,2019,861165017,861165017,41740355,0,36083898,129648316,66264684,36031677,689776346,586309329,93633037,665213,9168766,0,0,0,0,0,0,0,0,0,249531605,63524686,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,1,2020,871981953,871981953,36079491,0,31080318,130844083,67449684,36031677,705058379,656242795,39713134,231798,8870651,0,0,0,0,0,0,0,0,0,252563775,63815686,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2020,878440015,878440015,35550368,0,30383224,130898251,67449684,36031677,711991396,666684361,35357942,520401,9428691,0,0,0,0,0,0,0,0,0,255421726,63374686,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2020,875422883,875422883,29639773,0,23674476,130883795,67375177,36031677,714899315,650649501,59011692,244582,4993540,0,0,0,0,0,0,0,0,0,252953237,63322275,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,4,2020,871026768,871026768,29495331,0,23985050,130956611,67375177,36031677,710574826,545186924,161320850,646416,3420634,0,0,0,0,0,0,0,0,0,250882790,49322275,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,5,2020,871442397,871442397,36886723,0,31859487,130974149,67375177,36031677,703581525,413356310,286859627,1061916,2303671,0,0,0,0,0,0,0,0,0,251996223,49556175,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,6,2020,868376774,868376774,44909270,0,39107736,128340716,67375177,33532000,695126788,561403334,129908976,1511356,2303120,0,0,0,0,0,0,0,0,0,253787405,48541175,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,7,2020,867662310,867662310,50626424,0,44646779,128252138,67375177,33532000,688783748,488983834,195728270,1875187,2196456,0,0,0,0,0,0,0,0,0,255101138,62131175,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,8,2020,866423657,866423657,59622451,0,54160966,128116607,67375177,33532000,678684599,473277976,201696500,1542039,2168083,0,0,0,0,0,0,0,0,0,256326602,61098303,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,9,2020,872078682,872078682,70009597,0,63684060,128044679,67375177,33532000,674024406,469922925,200556283,1377114,2168083,0,0,0,0,0,0,0,0,0,267021222,55598186,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,10,2020,873853043,873853043,79567246,0,73263816,127910480,67375177,33532000,666375317,458035661,204824034,1347537,2168083,0,0,0,0,0,0,0,0,0,265996348,55402187,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,11,2020,882812196,882812196,87829947,0,81644210,127910480,67375177,33532000,667071769,464964957,198475525,1463202,2168083,0,0,0,0,0,0,0,0,0,271253269,54462087,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,12,2020,900013416,900013416,111244847,0,103441938,127838257,67539606,33532000,660930312,571591614,85515325,1655289,2168083,0,0,0,0,0,0,0,0,0,277062246,54694087,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,1,2021,912930979,912930979,128140028,0,121225621,127708842,67439606,33532000,657082109,569285227,83975198,1653600,2168083,0,0,0,0,0,0,0,0,0,286284473,54485249,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2021,916959421,916959421,125640605,0,117896307,127692414,67439606,33532000,663626402,587421285,72206485,1687601,2311029,0,0,0,0,0,0,0,0,0,292686951,50793559,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2021,924574701,924574701,128358332,0,121958279,127633695,67439606,33532000,668582674,598638929,63591286,1839609,4512849,0,0,0,0,0,0,0,0,0,298895149,46959388,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,4,2021,930643934,930643934,133534326,0,127100902,127611051,67439606,33532000,669498557,605776853,57652209,1880414,4189080,0,0,0,0,0,0,0,0,0,299132366,46336388,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,5,2021,941477230,941477230,96617635,0,90197893,169986898,109773606,33532000,674872697,624978322,43798606,1484801,4610966,0,0,0,0,0,0,0,0,0,302576059,46061188,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,6,2021,951964141,951964141,106987408,0,100522213,169795867,109773606,33532000,675180866,633900842,36431566,686555,4161901,0,0,0,0,0,0,0,0,0,307577882,44825183,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,7,2021,964870222,964870222,122964257,0,116660446,169654120,109773606,33532000,672251845,639580686,27449685,700906,4520566,0,0,0,0,0,0,0,0,0,311185194,45881284,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,8,2021,975582264,975582264,131489063,0,124268395,169832719,109773606,33532000,674260482,636878638,32463299,600757,4317787,0,0,0,0,0,0,0,0,0,314577347,47109294,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,9,2021,977459486,977459486,158068285,0,124907954,143546419,109773606,33532000,675844782,638190243,31679429,605312,5369798,0,0,0,0,0,0,0,0,0,311576864,46959294,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,10,2021,984537455,984537455,164849887,0,132624498,143546648,109773606,33532000,676140920,633634083,37243884,590377,4672575,0,0,0,0,0,0,0,0,0,316176346,46229094,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,11,2021,994323628,994323628,186200885,0,152651840,146746841,109773606,36732000,661375902,618102801,38035336,565189,4672575,0,0,0,0,0,0,0,0,0,316319948,46665144,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,12,2021,1009863213,1009863213,208244611,0,173766989,146891571,109916348,36732000,654727031,611659616,35451119,2851076,4765219,0,0,0,0,0,0,0,0,0,325602414,46263144,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,1,2022,1024607016,1024607016,226306744,0,189248358,146893139,109916348,36732000,651407133,618512365,27889985,239562,4765219,0,0,0,0,0,0,0,0,0,334929470,46333144,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2022,1032883458,1032883458,238206780,0,202615175,146893313,109916348,36732000,647783365,617251415,26940744,455769,3135436,0,0,0,0,0,0,0,0,0,343633184,45358144,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2022,1038479048,1038479048,245599573,0,210864426,146873307,109897901,36732000,646006168,617863722,24463184,543824,3135436,0,0,0,0,0,0,0,0,0,351401396,43804044,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,4,2022,1049461031,1049461031,262761571,0,227287994,146867135,109891699,36732000,639832325,614407371,21881659,407858,3135436,0,0,0,0,0,0,0,0,0,366086449,43303945,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,5,2022,1056038236,1056038236,261008179,0,226589398,148870389,109894401,38732000,646159668,622604229,20373726,379631,2802081,0,0,0,0,0,0,0,0,0,368153335,41690446,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,6,2022,1056676336,1056676336,263140100,0,226958255,148870570,109894446,38732000,644665666,618001881,22919081,942621,2802081,0,0,0,0,0,0,0,0,0,368276514,41190446,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,7,2022,1061347808,1061347808,263618560,0,228337432,148871064,109894477,38732000,648858184,623128160,21972405,955536,2802081,0,0,0,0,0,0,0,0,0,369750902,41207446,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,8,2022,1062612118,1062612118,257515889,0,222056425,148871394,109894508,38732000,656224835,627790554,25017478,633602,2783200,0,0,0,0,0,0,0,0,0,369294555,42127463,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,9,2022,1065230135,1065230135,255157798,0,220320188,148872912,109894553,38732000,661199425,635973426,21764256,678542,2783200,0,0,0,0,0,0,0,0,0,370518753,41980030,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,10,2022,1074534208,1074534208,257320149,0,221451261,148873484,109894584,38732000,668340575,646846456,18041936,668981,2783200,0,0,0,0,0,0,0,0,0,375533939,40960030,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,11,2022,1082610548,1082610548,256479495,0,221589948,148872909,109894615,38732000,677258144,653799277,20418464,257202,2783200,0,0,0,0,0,0,0,0,0,375298703,42590029,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,12,2022,1092221185,1092221185,264666440,0,227698660,149038678,110060660,38732000,678516067,651286516,24389490,718596,2121463,0,0,0,0,0,0,0,0,0,383111330,42590029,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,1,2023,1107780482,1107780482,260799225,0,225071710,148938288,109960692,38732000,698042969,677592345,17157544,660020,2633059,0,0,0,0,0,0,0,0,0,394288463,40679429,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2023,1117222348,1117222348,251499769,0,215634792,149066848,110089164,38732000,716655731,698608502,14562099,254823,3230305,0,0,0,0,0,0,0,0,0,406886806,41398429,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2023,1114979498,1114979498,226971000,0,192696285,153129722,110151917,42732000,734878776,713796825,13094574,172870,7814506,0,0,0,0,0,0,0,0,0,403939691,38488429,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,4,2023,1119216467,1119216467,216334696,0,182615297,153136592,110159051,42732000,749745179,728925209,15516945,250814,5052210,0,0,0,0,0,0,0,0,0,413467185,39128429,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,5,2023,1120160795,1120160795,188177717,0,154764509,153136806,110159082,42732000,778846272,758818564,15845512,241419,3940776,0,0,0,0,0,0,0,0,0,414769438,38203428,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,6,2023,1128800749,1128800749,176587941,0,142001470,153137060,110159128,42732000,799075748,779686115,15227439,221416,3940776,0,0,0,0,0,0,0,0,0,425397311,37833428,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,7,2023,1129216352,1129216352,164640859,0,131521022,154136932,110159159,43732000,810438561,795289114,10964445,244225,3940776,0,0,0,0,0,0,0,0,0,421715609,37816428,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,8,2023,1125780323,1125780323,145116280,0,111210546,154137254,110159191,43732000,826526789,813006712,10954987,304499,2260590,0,0,0,0,0,0,0,0,0,418062603,36400573,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,9,2023,1127661768,1127661768,157522489,0,122955184,135698654,91720235,43732000,834440625,820913419,4529250,312725,8685229,0,0,0,0,0,0,0,0,0,415121933,37264273,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,10,2023,1135128786,1135128786,137059153,0,103626877,135699018,91720266,43732000,862370615,850046456,3669072,483725,8171361,0,0,0,0,0,0,0,0,0,414243546,37339273,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,11,2023,1135955897,1135955897,126645477,0,92465977,135698861,91720298,43732000,873611559,863182687,3391146,1266715,5771009,0,0,0,0,0,0,0,0,0,412226819,37369273,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,12,2023,1151072038,1151072038,156066860,0,122945618,115849382,71870869,43732000,879155796,868140106,4024963,1219716,5771009,0,0,0,0,0,0,0,0,0,419832770,38947773,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,1,2024,1163668352,1163668352,158628368,0,123585485,115849386,71870901,43732000,889190598,877523180,4724343,1704816,5238258,0,0,0,0,0,0,0,0,0,428014303,38970773,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,2,2024,1178803484,1178803484,140319275,0,105221028,115749687,71770932,43732000,922734522,909262818,6363201,1732096,5376406,0,0,0,0,0,0,0,0,0,436002500,42785973,0,0,0,0,0,0,0,0,0,0,
NUEVA VIDA,3,2024,1243777533,1180407848,120743170,0,88002667,112749770,68771122,43732000,949304965,938702758,2439386,721311,7441509,7091512,13799175,35075552,2725140,0,2288249,600978751,15168640,483644106,440211133,43432973,0,0,2325920,63369685,36470397,642798785,571646185,505119999,66526186,71152600,
NUEVA VIDA,4,2024,1244620575,1181994887,111810253,0,78387795,107449934,59471134,47732000,965245382,952923730,4120428,759712,7441509,6919323,13799175,34592476,2515783,0,2288249,594653975,13747679,480602442,436069368,44533073,0,0,2405413,62625688,35272752,649966602,577536620,511010434,66526186,72429981,
NUEVA VIDA,5,2024,1258295745,1195351242,108585417,0,75695924,107450035,59471165,47732000,981315033,969466792,3712969,693762,7441509,7911476,13799175,34697007,2249353,0,2288249,602679653,11564574,489909464,445341391,44568073,0,648036,2317220,62944503,35295852,655616095,590147422,523621236,66526186,65468673,
NUEVA VIDA,6,2024,1264767918,1201630165,98804252,0,64653061,108650633,59471197,48932000,995833221,985480657,5009369,749353,4593840,8666413,13799175,34649461,2076514,0,2288249,607453878,11059137,496617739,451496971,45120767,0,694633,2321065,63137753,33623548,657314044,590931342,524405156,66526186,66382701,
NUEVA VIDA,7,2024,1271653443,1208354911,99271692,0,66362380,108650565,59471228,48932000,1001102466,985001152,11015478,274741,4811093,9819769,13799175,34773097,1948430,0,2288249,605696801,11635694,494709370,449453602,45255767,0,707669,2032524,63298532,33313010,665956645,596710559,530184373,66526186,69246086,
NUEVA VIDA,8,2024,1274200327,1210548565,98066306,0,64913766,106707326,57527738,48932000,1009272396,992881776,9709665,700228,5980725,7770225,11935786,36326439,1833600,0,2288249,600702882,11623507,489331944,444457349,44874595,0,697988,2175138,63651762,33222540,673497447,601844475,535318289,66526186,71652971,
NUEVA VIDA,9,2024,1279607969,1215769990,86595268,0,53697724,106708168,57527787,48932000,1024888234,1007386422,10877573,643513,5980725,8316617,11003456,38038080,1769897,0,2288249,598608668,11163010,487558293,442007397,45550896,0,649051,2183663,63837979,33216670,680999304,607861246,541335060,66526186,73138058,
NUEVA VIDA,10,2024,1293873943,1230241447,77371881,0,44135243,106709479,57527818,48932000,1047701801,1028028928,14380641,314990,4977241,8446820,11003456,37680637,2671620,0,2288249,605013846,11430041,493649410,445677512,47971898,0,742457,2228640,63632496,33330799,688860100,614218623,547692437,66526186,74641476,
NUEVA VIDA,11,2024,1300484905,1236804128,70238238,0,38249142,106712632,57528866,48932000,1062127180,1043603490,13217834,328614,4977241,8913928,9809172,37505103,2890403,0,2288249,602449919,11288017,491223433,438666233,52557200,0,793600,2079867,63680777,33384221,698034989,621292997,554766811,66526186,76741992,
NUEVA VIDA,12,2024,1319666416,1255711916,94505321,0,59292143,86920148,37734417,48932000,1076854803,1051413678,18519485,1944398,4977241,8458810,9809172,38340081,2489832,0,2288249,622865124,13405407,500228141,447473741,52754400,0,693469,2269285,63954500,42314320,696801295,634266135,565404033,68862102,62535159,
NUEVA VIDA,1,2025,1333676041,1270150839,107755760,0,72006994,86921512,37734449,48932000,1079438977,1056909466,16020970,1684356,4824183,8543111,8420527,37569399,2738506,0,2288249,631569340,15226813,508688000,456021498,52666502,0,798788,2142814,63525202,41187720,702106704,636729761,567867658,68862102,65376942,
