COOPERATIVA,MES#,AÑO,INGRESOS,Productos Financieros,Productos x Servicios,Otros Productos,Ingresos Anteriores,EGRESOS,Gastos Financieros,Gastos de Administracion,Otros Gastos,Gastos Anteriores,EXCEDENTES
MX IGUALDAD,11,2022,6885092,4207843,2677249,0,0,5802543,1511302,4291241,0,0,1082549
MX IGUALDAD,12,2022,6885092,4207843,2677249,0,0,5802543,1511302,4291241,0,0,1082549
MX IGUALDAD,2,2023,1314499,917455,397044,0,0,1051120,285850,765270,0,0,263379
MX IGUALDAD,3,2023,2052208,1444245,607963,0,0,1688744,541013,1147731,0,0,363464
MX IGUALDAD,4,2023,2719318,1895981,823337,0,0,2084497,442753,1641744,0,0,634821
MX IGUALDAD,5,2023,3568125,2476831,1091294,0,0,2732031,588810,2143221,0,0,836094
MX IGUALDAD,6,2023,4716844,3320902,1395942,0,0,3488064,717076,2770988,0,0,1228780
MX IGUALDAD,7,2023,5442308,3803101,1639207,0,0,4110610,872509,3238101,0,0,1331698
MX IGUALDAD,8,2023,6209765,4364765,1845000,0,0,4704521,1034392,3670129,0,0,1505244
MX IGUALDAD,9,2023,7372399,4923204,2449195,0,0,5439152,1184490,4254662,0,0,1933247
MX IGUALDAD,10,2023,8116953,5470995,2645958,0,0,6030339,1335818,4694521,0,0,2086614
MX IGUALDAD,11,2023,8795198,5952391,2842807,0,0,6614629,1485670,5128959,0,0,2180569
MX IGUALDAD,12,2023,10163572,6841277,3322295,0,0,7533781,1590159,5943622,0,0,2629791
MX IGUALDAD,1,2024,738799,591722,147077,0,0,596260,90103,506157,0,0,142539
MX IGUALDAD,2,2024,1399953,1041116,358837,0,0,1097106,185315,911791,0,0,302847
MX IGUALDAD,3,2024,2122246,1586788,535458,0,0,1619689,286296,1333393,0,0,502557
MX IGUALDAD,4,2024,2808429,2150587,657842,0,0,2220932,421479,1799453,0,0,587497
MX IGUALDAD,5,2024,3453806,2605053,848753,0,0,2780223,532390,2247833,0,0,673583
MX IGUALDAD,6,2024,4642111,3472309,1169802,0,0,3506064,647202,2858862,0,0,1136047
MX IGUALDAD,7,2024,5415989,4040320,1375669,0,0,4132505,790798,3341707,0,0,1283484
MX IGUALDAD,8,2024,6253725,5492338,761387,0,0,4777061,922253,3854808,0,0,1476664
MX IGUALDAD,9,2024,7181622,6399368,782254,0,0,5508376,1083064,4425312,0,0,1673246
MX IGUALDAD,10,2024,7899427,7092606,806821,0,0,6181050,1217876,4963174,0,0,1718377
MX IGUALDAD,11,2024,8781285,7966343,814942,0,0,6810015,1383357,5426658,0,0,1971270
MX IGUALDAD,12,2024,10076801,9252616,824185,0,0,7833899,1489225,6344674,0,0,2242902
MX IGUALDAD,1,2025,702973,667087,35886,0,0,594867,76537,518330,0,0,108106
MX IGUALDAD,2,2025,1483242,1414371,68871,0,0,1232752,158205,1074547,0,0,250490
MX IGUALDAD,3,2025,2297142,2183232,113910,0,0,1909745,266350,1643395,0,0,387397
MX IGUALDAD,4,2025,2992015,2857791,134224,0,0,2531794,362196,2169598,0,0,460221
MX IGUALDAD,5,2025,4045179,3897376,147803,0,0,3292828,469033,2823795,0,0,752351
MX IGUALDAD,6,2025,5222159,5055821,166338,0,0,4143321,603146,3540175,0,0,1078838
MX IGUALDAD,7,2025,6132269,5938348,193921,0,0,4812686,723574,4089112,0,0,1319583
MX IGUALDAD,8,2025,6918507,6716163,202344,0,0,5514368,851806,4662562,0,0,1404139
MX IGUALDAD,9,2025,7835725,7627076,208649,0,0,6308163,1015270,5292893,0,0,1527562
MX IGUALDAD,10,2025,8824415,8601955,222460,0,0,7143613,1158065,5985548,0,0,1680802
MX IGUALDAD,11,2025,9698448,9475688,222760,0,0,7976161,1333101,6643060,0,0,1722287
MX IGUALDAD,12,2025,11144402,9286283,1858119,0,0,9010057,1420518,7589539,0,0,2134345
MX IGUALDAD,1,2026,806052,672879,133173,0,0,721511,118019,603492,0,0,84541
MX IGUALDAD,2,2026,1864550,1411223,453327,0,0,1427240,247239,1180001,0,0,437310
MX JUBILADOS 17 SEPTIEMBRE,1,2019,2932660,2706587,164886,20,61167,2010547,600388,1410159,0,0,922113
MX JUBILADOS 17 SEPTIEMBRE,2,2019,5926742,5505527,350022,20,71173,3755166,1214666,2530840,0,9660,2171576
MX JUBILADOS 17 SEPTIEMBRE,3,2019,9019980,8381310,556881,66,81723,5778793,1841497,3920024,0,17272,3241187
MX JUBILADOS 17 SEPTIEMBRE,4,2019,12149507,11266865,797423,66,85153,7619396,2478948,5123176,0,17272,4530111
MX JUBILADOS 17 SEPTIEMBRE,5,2019,18472666,16119717,2352473,2,474,10981668,3951938,6969298,3474,56958,7490998
MX JUBILADOS 17 SEPTIEMBRE,6,2019,18414753,17113041,1202845,3113,95754,11506650,3863858,7625520,0,17272,6908103
MX JUBILADOS 17 SEPTIEMBRE,7,2019,21639173,20095297,1401532,6475,135869,13503120,4595522,8890246,0,17352,8136053
MX JUBILADOS 17 SEPTIEMBRE,8,2019,24895119,23137400,1609674,7052,140993,15389411,5297445,10074614,0,17352,9505708
MX JUBILADOS 17 SEPTIEMBRE,9,2019,28209447,26228255,1824473,7052,149667,18163110,6027225,12117503,0,18382,10046337
MX JUBILADOS 17 SEPTIEMBRE,10,2019,32143441,29916647,2059337,7058,160399,20431615,6816579,13312947,0,302089,11711826
MX JUBILADOS 17 SEPTIEMBRE,11,2019,35620175,33155990,2296728,7058,160399,22591375,7577707,14711578,0,302090,13028800
MX JUBILADOS 17 SEPTIEMBRE,12,2019,39144340,36442956,2519956,21029,160399,33569287,8367259,24880778,0,321250,5575053
MX JUBILADOS 17 SEPTIEMBRE,1,2020,3862485,3280009,582239,0,237,1931145,792014,1125324,0,13807,1931340
MX JUBILADOS 17 SEPTIEMBRE,2,2020,7861004,6575457,1285071,2,474,4868457,1599060,3255590,0,13807,2992547
MX JUBILADOS 17 SEPTIEMBRE,3,2020,11741850,9928050,1813324,2,474,7025842,2399270,4585397,0,41175,4716008
MX JUBILADOS 17 SEPTIEMBRE,4,2020,15090236,13004634,2085126,2,474,9046544,3197524,5804983,2862,41175,6043692
MX JUBILADOS 17 SEPTIEMBRE,5,2020,18472666,16119717,2352473,2,474,10981668,3951938,6969298,3474,56958,7490998
MX JUBILADOS 17 SEPTIEMBRE,6,2020,21932256,19280919,2650861,2,474,12700015,4680013,7958126,4918,56958,9232241
MX JUBILADOS 17 SEPTIEMBRE,7,2020,25412728,22408694,3003558,2,474,14760450,5463194,9235380,4918,56958,10652278
MX JUBILADOS 17 SEPTIEMBRE,8,2020,29268653,25590134,3677718,2,799,17078836,6260734,10756226,4918,56958,12189817
MX JUBILADOS 17 SEPTIEMBRE,9,2020,33703063,28966211,4736045,8,799,19345836,7085975,12154547,4918,100396,14357227
MX JUBILADOS 17 SEPTIEMBRE,10,2020,38370303,32561630,5807804,69,800,22110083,7931015,14073754,4918,100396,16260220
MX JUBILADOS 17 SEPTIEMBRE,11,2020,42594665,36288151,6305641,73,800,24314297,8784179,15424804,4918,100396,18280368
MX JUBILADOS 17 SEPTIEMBRE,12,2020,46756028,40051322,6701751,2155,800,38914281,9622455,29171524,19906,100396,7841747
MX JUBILADOS 17 SEPTIEMBRE,1,2021,4245341,4244219,999,0,123,4663052,838484,3812924,0,11644,-417711
MX JUBILADOS 17 SEPTIEMBRE,2,2021,8708852,8696948,1699,10,10195,6748290,1724139,5012102,0,12049,1960562
MX JUBILADOS 17 SEPTIEMBRE,3,2021,13342075,13288139,2799,10,51127,9386972,2624128,6749041,0,13803,3955103
MX JUBILADOS 17 SEPTIEMBRE,4,2021,17853890,17798754,3799,210,51127,12127508,3535808,8577767,0,13933,5726382
MX JUBILADOS 17 SEPTIEMBRE,5,2021,22425709,22368573,5799,210,51127,14863596,4575583,10270115,0,17898,7562113
MX JUBILADOS 17 SEPTIEMBRE,6,2021,27050839,26993353,6149,210,51127,17843342,5601859,12223585,0,17898,9207497
MX JUBILADOS 17 SEPTIEMBRE,7,2021,31781944,31722502,8099,216,51127,20639135,6628148,13990522,0,20465,11142809
MX JUBILADOS 17 SEPTIEMBRE,8,2021,36485999,36425107,8950,815,51127,23272416,7639549,15612185,217,20465,13213583
MX JUBILADOS 17 SEPTIEMBRE,9,2021,42143993,42082152,9899,815,51127,28011842,9024637,18965895,845,20465,14132151
MX JUBILADOS 17 SEPTIEMBRE,10,2021,47806155,47791585,11299,815,2456,31002030,10419035,20569248,2847,10900,16804125
MX JUBILADOS 17 SEPTIEMBRE,11,2021,53249593,53233471,12850,816,2456,34297373,11820853,22461815,3805,10900,18952220
MX JUBILADOS 17 SEPTIEMBRE,12,2021,58556149,58537596,15000,1097,2456,50519178,13152406,37332714,23158,10900,8036971
MX JUBILADOS 17 SEPTIEMBRE,1,2022,5264939,5258098,3750,3091,0,6040554,1406480,4633683,391,0,-775615
MX JUBILADOS 17 SEPTIEMBRE,2,2022,10736285,10728208,4650,3091,336,9737429,2451564,7284071,1794,0,998856
MX JUBILADOS 17 SEPTIEMBRE,3,2022,16408229,16398003,6799,3091,336,13477805,4185779,9290232,1794,0,2930424
MX JUBILADOS 17 SEPTIEMBRE,4,2022,21929257,21917020,8799,3102,336,17085223,5592105,11491324,1794,0,4844034
MX JUBILADOS 17 SEPTIEMBRE,5,2022,27518311,27504351,10499,3119,342,20595131,6997826,13595511,1794,0,6923180
MX JUBILADOS 17 SEPTIEMBRE,6,2022,33202225,33184263,12149,941,4872,24074931,8416918,15651820,1794,4399,9127294
MX JUBILADOS 17 SEPTIEMBRE,7,2022,38835849,38816227,13649,954,5019,28005305,9868304,18130808,1794,4399,10830544
MX JUBILADOS 17 SEPTIEMBRE,8,2022,44642328,44617228,14899,5182,5019,31464030,11341596,20113441,4594,4399,13178298
MX JUBILADOS 17 SEPTIEMBRE,9,2022,50163138,50136038,16899,5182,5019,36250567,12559673,23684087,2408,4399,13912571
MX JUBILADOS 17 SEPTIEMBRE,10,2022,55426985,55397635,19149,5182,5019,39445842,13719761,25719274,2408,4399,15981143
MX JUBILADOS 17 SEPTIEMBRE,11,2022,61175715,61144243,21049,5404,5019,42863922,14552755,28304360,2408,4399,18311793
MX JUBILADOS 17 SEPTIEMBRE,12,2022,66409323,66372983,23799,7522,5019,58617274,15347714,43262753,2408,4399,7792049
MX JUBILADOS 17 SEPTIEMBRE,1,2023,5515979,5511050,1849,0,3080,5482703,787028,4695661,0,14,33276
MX JUBILADOS 17 SEPTIEMBRE,2,2023,11394933,11388265,2900,0,3768,8244759,1586204,6650889,0,7666,3150174
MX JUBILADOS 17 SEPTIEMBRE,3,2023,17381081,17367809,5250,95,7927,12472830,2407257,10057907,0,7666,4908251
MX JUBILADOS 17 SEPTIEMBRE,4,2023,23258472,23177026,7649,95,73702,16059410,3287106,12764638,0,7666,7199062
MX JUBILADOS 17 SEPTIEMBRE,5,2023,29152995,29069392,9799,102,73702,20237493,4354194,15875633,0,7666,8915502
MX JUBILADOS 17 SEPTIEMBRE,6,2023,35461044,35375940,11300,102,73702,24572981,5433807,18895712,0,243462,10888063
MX JUBILADOS 17 SEPTIEMBRE,7,2023,42128383,42038030,16549,102,73702,28544919,6555176,21746281,0,243462,13583464
MX JUBILADOS 17 SEPTIEMBRE,8,2023,48250266,48156691,19449,424,73702,32389027,7679735,24465830,0,243462,15861239
MX JUBILADOS 17 SEPTIEMBRE,9,2023,54511916,54416741,21049,424,73702,37975572,8823236,28908874,0,243462,16536344
MX JUBILADOS 17 SEPTIEMBRE,10,2023,60497879,60401054,22699,424,73702,41708841,9946340,31435399,0,327102,18789038
MX JUBILADOS 17 SEPTIEMBRE,11,2023,66665444,66567219,24099,424,73702,45517663,11089321,34101240,0,327102,21147781
MX JUBILADOS 17 SEPTIEMBRE,12,2023,72693385,72593593,25499,591,73702,63756932,12201519,51228311,0,327102,8936453
MX JUBILADOS 17 SEPTIEMBRE,1,2024,6452784,6451534,1250,0,0,7828839,1115202,6690477,0,23160,-1376055
MX JUBILADOS 17 SEPTIEMBRE,2,2024,13189155,13185706,3449,0,0,12230156,2222026,9851961,0,156169,958999
MX JUBILADOS 17 SEPTIEMBRE,3,2024,20234479,20224811,6749,0,2919,16778200,3368428,13133890,0,275882,3456279
MX JUBILADOS 17 SEPTIEMBRE,4,2024,26868992,26856124,9949,0,2919,20846991,4553040,15987805,0,306146,6022001
MX JUBILADOS 17 SEPTIEMBRE,5,2024,33393284,33377616,12749,0,2919,25687943,5747901,19633896,0,306146,7705341
MX JUBILADOS 17 SEPTIEMBRE,6,2024,40050172,40031954,15299,0,2919,30189319,7036248,22845953,0,307118,9860853
MX JUBILADOS 17 SEPTIEMBRE,7,2024,46526359,46505832,17599,9,2919,33806000,8292495,25206387,0,307118,12720359
MX JUBILADOS 17 SEPTIEMBRE,8,2024,52684128,52642555,19749,18905,2919,37107806,9378109,27422579,0,307118,15576322
MX JUBILADOS 17 SEPTIEMBRE,9,2024,59140533,59096560,22149,18905,2919,42463459,10595564,31555778,4999,307118,16677074
MX JUBILADOS 17 SEPTIEMBRE,10,2024,65434470,65389097,23549,18905,2919,46721658,11821362,34588179,4999,307118,18712812
MX JUBILADOS 17 SEPTIEMBRE,11,2024,71586619,71537596,25649,20455,2919,50539688,13044659,37182912,4999,307118,21046931
MX JUBILADOS 17 SEPTIEMBRE,12,2024,77633223,77581749,27100,21455,2919,68893269,14249108,54332043,5000,307118,8739954
MX JUBILADOS 17 SEPTIEMBRE,1,2025,6027195,6026046,1149,0,0,3178070,1155899,2017345,0,4826,2849125
MX JUBILADOS 17 SEPTIEMBRE,2,2025,12124749,12119974,2200,0,2575,7223265,2304502,4913810,0,4953,4901484
MX JUBILADOS 17 SEPTIEMBRE,3,2025,18242237,18236113,3549,0,2575,11566098,3460003,8101143,0,4952,6676139
MX JUBILADOS 17 SEPTIEMBRE,4,2025,24412282,24404008,5699,0,2575,15121073,4537594,10578527,0,4952,9291209
MX JUBILADOS 17 SEPTIEMBRE,5,2025,31141665,31127994,6449,4647,2575,19310061,5694012,13611097,0,4952,11831604
MX JUBILADOS 17 SEPTIEMBRE,6,2025,37735863,37708819,12099,10702,4243,23739974,6856952,16878070,0,4952,13995889
MX JUBILADOS 17 SEPTIEMBRE,7,2025,44349650,44319656,13649,12102,4243,27170027,8026767,19138308,0,4952,17179623
MX JUBILADOS 17 SEPTIEMBRE,8,2025,51149265,51114271,16049,14702,4243,31474503,9169690,22299861,0,4952,19674762
MX JUBILADOS 17 SEPTIEMBRE,9,2025,57895542,57852513,21949,16837,4243,38835884,10346633,28484299,0,4952,19059658
MX JUBILADOS 17 SEPTIEMBRE,10,2025,64765624,64720445,24099,16837,4243,42907738,11474112,31428674,0,4952,21857886
MX JUBILADOS 17 SEPTIEMBRE,11,2025,71701835,71654656,26099,16837,4243,46472142,12627233,33839957,0,4952,25229693
MX JUBILADOS 17 SEPTIEMBRE,12,2025,78333460,78283291,27849,18077,4243,51063046,13761171,37296923,0,4952,27270414
MX JUBILADOS 17 SEPTIEMBRE,1,2026,6570248,6569499,749,0,0,3678347,1115237,2563096,0,14,2891901
MX JUBILADOS 17 SEPTIEMBRE,2,2026,13329144,13327495,1649,0,0,7101944,2285080,4807392,0,9472,6227200
MX LA PROSPERIDAD,1,2019,1487777,1333121,65804,83125,5727,1040989,251042,778316,0,11631,446788
MX LA PROSPERIDAD,2,2019,2988682,2652617,118436,85251,132378,2302373,550662,1720902,0,30809,686309
MX LA PROSPERIDAD,3,2019,4397173,3983118,191746,87376,134933,3567829,859938,2641106,0,66785,829344
MX LA PROSPERIDAD,4,2019,5879212,5337406,261595,89502,190709,4754931,1160221,3519095,0,75615,1124281
MX LA PROSPERIDAD,5,2019,7171080,6876795,187483,2828,103974,6008748,1486756,4328119,0,193873,1162332
MX LA PROSPERIDAD,6,2019,19337378,18847284,490094,0,0,18727034,7496917,11230117,0,0,610344
MX LA PROSPERIDAD,6,2019,8809372,8130550,414774,93753,170295,7284877,1763533,5428069,0,93275,1524495
MX LA PROSPERIDAD,7,2019,10233607,9464218,456997,95878,216514,8887305,1957793,6827407,0,102105,1346302
MX LA PROSPERIDAD,8,2019,11776077,10877629,515654,98004,284790,9986441,2268273,7607234,0,110934,1789636
MX LA PROSPERIDAD,9,2019,13220237,12235975,586039,100129,298094,11195153,2554738,8520651,0,119764,2025084
MX LA PROSPERIDAD,10,2019,14636758,13585775,645279,102255,303449,12563285,2786160,9653831,0,123294,2073473
MX LA PROSPERIDAD,11,2019,16337605,15049050,726704,104381,457470,14201861,3215191,10863376,0,123294,2135744
MX LA PROSPERIDAD,12,2019,17838047,16483203,798860,106506,449478,15825359,3577895,12124170,0,123294,2012688
MX LA PROSPERIDAD,1,2020,1622744,1472384,77592,704,72064,1406590,284459,1122131,0,0,216154
MX LA PROSPERIDAD,2,2020,3322080,3240280,81800,0,0,2833522,1013020,1791019,29483,0,488558
MX LA PROSPERIDAD,4,2020,6070167,5765701,197664,2828,103974,5214802,1249459,3771470,0,193873,855365
MX LA PROSPERIDAD,5,2020,7171080,6876795,187483,2828,103974,6008748,1486756,4328119,0,193873,1162332
MX LA PROSPERIDAD,8,2020,10583948,10163305,245356,6578,168709,9616498,2405011,6698713,0,512774,967450
MX LA PROSPERIDAD,9,2020,11865930,11410029,278739,8453,168709,10910260,2630847,7655906,0,623507,955670
MX LA PROSPERIDAD,10,2020,13147782,12666539,302206,10328,168709,12231761,2918763,8578757,0,734241,916021
MX LA PROSPERIDAD,11,2020,14491144,13988381,321672,12203,168888,13624510,3195816,9527270,0,901424,866634
MX LA PROSPERIDAD,1,2021,1428511,1400429,26207,1875,0,1031837,316953,714284,0,600,396674
MX LA PROSPERIDAD,2,2021,2880433,2816654,61054,1875,850,2360394,636841,1696887,0,26666,520039
MX LA PROSPERIDAD,3,2021,4361868,4253001,92011,5625,11231,3686944,924916,2662199,0,99829,674924
MX LA PROSPERIDAD,4,2021,5784255,5654492,111022,7510,11231,5027342,1232897,3683750,0,110695,756913
MX LA PROSPERIDAD,5,2021,7309372,7142525,134133,9385,23329,6181594,1513810,4546222,0,121562,1127778
MX LA PROSPERIDAD,6,2021,8702928,8486140,171521,9385,35882,7878168,1791843,5957417,0,128908,824760
MX LA PROSPERIDAD,7,2021,10077759,9795090,202832,13135,66702,9369591,2254466,6979831,0,135294,708168
MX LA PROSPERIDAD,8,2021,11348651,11035201,231009,15010,67431,10674264,2392985,8139598,0,141681,674387
MX LA PROSPERIDAD,9,2021,12658554,12303272,258986,28865,67431,11899562,2674033,9077462,0,148067,758992
MX LA PROSPERIDAD,10,2021,13768895,13374953,295067,31444,67431,13006004,2967952,9878924,0,159128,762891
MX LA PROSPERIDAD,11,2021,14913970,14479797,332050,34024,68099,14071398,3260254,10652016,0,159128,842572
MX LA PROSPERIDAD,12,2021,16397405,15588973,370081,369594,68757,15767806,3553517,12055161,0,159128,629599
MX LA PROSPERIDAD,1,2022,1057343,1030850,26293,0,200,962273,296763,664084,0,1426,95070
MX LA PROSPERIDAD,2,2022,2120788,2064801,49001,5159,1827,1897621,516509,1379686,0,1426,223167
MX LA PROSPERIDAD,3,2022,3325844,3219942,94836,9239,1827,3031066,657327,2242092,0,131647,294778
MX LA PROSPERIDAD,4,2022,4346752,4215671,120015,9239,1827,3996562,865046,2999869,0,131647,350190
MX LA PROSPERIDAD,5,2022,5491646,5257680,212154,14398,7414,5097670,1011651,3954372,0,131647,393976
MX LA PROSPERIDAD,6,2022,6530125,6234524,248073,14398,33130,6175150,1237050,4806453,0,131647,354975
MX LA PROSPERIDAD,7,2022,7586114,7232971,286580,19557,47006,7189488,1441015,5610736,0,137737,396626
MX LA PROSPERIDAD,8,2022,8760728,8326214,323070,19557,91887,8390215,1617889,6632400,0,139926,370513
MX LA PROSPERIDAD,9,2022,9823829,9348002,355840,19557,100430,9269445,1790265,7339254,0,139926,554384
MX LA PROSPERIDAD,10,2022,10824996,10318200,383409,19557,103830,10454755,1960287,8354542,0,139926,370241
MX LA PROSPERIDAD,11,2022,11819303,11268908,422758,19557,108080,11493780,2125730,9243254,0,124796,325523
MX LA PROSPERIDAD,12,2022,12846797,12228179,470708,19557,128353,12815625,2289704,10391372,0,134549,31172
MX LA PROSPERIDAD,1,2023,1088260,958508,49724,0,80028,984483,151789,827937,0,4757,103777
MX LA PROSPERIDAD,2,2023,2128691,1952079,93184,0,83428,2547316,295574,1865504,0,386238,-418625
MX LA PROSPERIDAD,3,2023,3224748,2948565,161402,4000,110781,3886783,431667,3067647,0,387469,-662035
MX LA PROSPERIDAD,4,2023,4211810,3879563,207722,4000,120525,5047479,567962,4092048,0,387469,-835669
MX LA PROSPERIDAD,5,2023,5376523,4984553,260895,8000,123075,6339359,707172,5236196,0,395991,-962836
MX LA PROSPERIDAD,6,2023,6532023,6060078,324370,8000,139575,7655403,849766,6324424,0,481213,-1123380
MX LA PROSPERIDAD,7,2023,7799309,7258441,373043,8000,159825,8472860,996344,6995303,0,481213,-673551
MX LA PROSPERIDAD,8,2023,9023088,8417107,434756,8000,163225,9676381,1142672,8052496,0,481213,-653293
MX LA PROSPERIDAD,9,2023,10234252,9547265,493362,10000,183625,10506907,1288442,8737005,0,481460,-272655
MX LA PROSPERIDAD,10,2023,11560995,10742097,552552,14000,252346,11541573,1430316,9629797,0,481460,19422
MX LA PROSPERIDAD,11,2023,12708993,11824060,616037,14000,254896,12395678,1594048,10320170,0,481460,313315
MX LA PROSPERIDAD,12,2023,13826447,12874020,663706,14000,274721,13631469,1775785,11373083,0,482601,194978
MX LA PROSPERIDAD,1,2024,1258741,1196750,42064,0,19927,1257027,170556,1015128,0,71343,1714
MX LA PROSPERIDAD,2,2024,2316054,2196595,98429,0,21030,2297900,342500,1812714,0,142686,18154
MX LA PROSPERIDAD,3,2024,3543284,3359949,158899,0,24436,3532545,519033,2785024,0,228488,10739
MX LA PROSPERIDAD,4,2024,4802411,4547033,228430,0,26948,4802313,699724,3859759,0,242830,98
MX LA PROSPERIDAD,5,2024,5951634,5637987,284801,0,28846,6110070,853766,5013474,0,242830,-158436
MX LA PROSPERIDAD,6,2024,7037473,6656220,335088,0,46165,7062034,1008043,5811161,0,242830,-24561
MX LA PROSPERIDAD,7,2024,8227449,7771824,408610,0,47015,8212450,1167284,6798747,0,246419,14999
MX LA PROSPERIDAD,8,2024,9490609,8962545,481049,0,47015,9460610,1329830,7884361,0,246419,29999
MX LA PROSPERIDAD,9,2024,10625473,10065836,512622,0,47015,10575473,1501197,8811955,0,262321,50000
MX LA PROSPERIDAD,10,2024,11799539,11185012,566662,0,47865,11749540,1659503,9827716,0,262321,49999
MX LA PROSPERIDAD,11,2024,13011548,12329332,629836,0,52380,12921548,1821140,10838087,0,262321,90000
MX LA PROSPERIDAD,12,2024,15051762,14320748,676934,0,54080,14551260,1983164,11674297,0,893799,500502
MX LA PROSPERIDAD,1,2025,1257031,1156841,74563,0,25627,1173031,168556,934194,0,70281,84000
MX LA PROSPERIDAD,2,2025,2471577,2311683,115517,0,44377,2429347,345987,1888086,0,195274,42230
MX LA PROSPERIDAD,3,2025,3637975,3435551,139297,0,63127,3607909,518013,2894472,0,195424,30066
MX LA PROSPERIDAD,4,2025,4816220,4567366,166977,0,81877,4808047,691551,3921072,0,195424,8173
MX LA PROSPERIDAD,5,2025,5966986,5645808,219701,0,101477,6222874,869231,5158219,0,195424,-255888
MX LA PROSPERIDAD,6,2025,7155408,6759299,277733,0,118376,7729272,1052886,6480962,0,195424,-573864
MX LA PROSPERIDAD,7,2025,8301761,7828478,354057,0,119226,8962836,1242360,7525052,0,195424,-661075
MX LA PROSPERIDAD,8,2025,9678838,9118591,405801,0,154446,10235042,1435802,8603816,0,195424,-556204
MX LA PROSPERIDAD,9,2025,10875922,10270713,449913,0,155296,11596370,1630680,9770266,0,195424,-720448
MX LA PROSPERIDAD,10,2025,11996678,11334353,507029,0,155296,12483082,1830565,10457093,0,195424,-486404
MX LA PROSPERIDAD,11,2025,13417316,12548109,572699,140362,156146,13417317,2034471,11231641,0,151205,-1
MX LA PROSPERIDAD,12,2025,14878638,13685060,631928,405504,156146,14433492,2234557,12047730,0,151205,445146
MX LA PROSPERIDAD,1,2026,1182928,1094212,88716,0,0,1176960,202369,974591,0,0,5968
MX LA PROSPERIDAD,2,2026,2385688,2247973,137715,0,0,2349224,427009,1922215,0,0,36464
MX LEMPIRA SUR,1,2019,4111213,3528937,582276,0,0,3409482,888362,2122638,398482,0,701731
MX LEMPIRA SUR,2,2019,8078170,6509494,583969,984707,0,7543188,1764569,4910070,647360,221189,534982
MX LEMPIRA SUR,3,2019,12305032,9947707,894330,1462995,0,11393614,2720699,7475074,976652,221189,911418
MX LEMPIRA SUR,4,2019,16773146,13457671,1217811,2097664,0,15362130,3637224,10061739,1441978,221189,1411016
MX LEMPIRA SUR,5,2019,25425570,19087248,1552522,4785800,0,24004023,5469597,14545554,3967747,21125,1421547
MX LEMPIRA SUR,6,2019,3573382,3490340,83042,0,0,3010781,1454610,1489751,66420,0,562601
MX LEMPIRA SUR,6,2019,29691427,20907391,1891883,6892153,0,26502680,5531842,15155259,5594390,221189,3188747
MX LEMPIRA SUR,7,2019,36808375,24891893,2148551,9767931,0,33001887,6494253,18091747,8194698,221189,3806488
MX LEMPIRA SUR,8,2019,42100434,28661266,2584022,10855146,0,37566392,7457643,21147895,8678210,282644,4534042
MX LEMPIRA SUR,9,2019,47004056,32655574,2966998,11381484,0,41971223,8465273,24058445,9103405,344100,5032833
MX LEMPIRA SUR,10,2019,51933981,36593377,3344015,11996589,0,46230309,9474134,26779690,9570930,405555,5703672
MX LEMPIRA SUR,11,2019,57697607,41490563,3731707,12475337,0,50643879,10559431,29684429,9933009,467010,7053728
MX LEMPIRA SUR,12,2019,64603785,46303087,4119642,14181056,0,61693917,11664916,38533109,10967427,528465,2909868
MX LEMPIRA SUR,1,2020,4722299,4129984,265787,326528,0,3997156,1059936,2686996,250224,0,725143
MX LEMPIRA SUR,3,2020,13796110,11959781,880281,956048,0,13150559,3267542,9152296,709596,21125,645551
MX LEMPIRA SUR,4,2020,18175320,15538210,1149996,1487114,0,17541735,4353218,12032139,1135253,21125,633585
MX LEMPIRA SUR,5,2020,25425570,19087248,1552522,4785800,0,24004023,5469597,14545554,3967747,21125,1421547
MX LEMPIRA SUR,6,2020,33094367,23218984,2068485,7806898,0,30468678,6617005,17267189,6563359,21125,2625689
MX LEMPIRA SUR,7,2020,38395297,27466117,2470883,8458297,0,34753686,7767456,19894600,7070505,21125,3641611
MX LEMPIRA SUR,9,2020,49859948,35829302,3532667,10497979,0,44546864,10209094,25788105,8425999,123666,5313084
MX LEMPIRA SUR,10,2020,55435913,39933385,4040080,11462448,0,49664161,11514343,28803524,9212000,134294,5771752
MX LEMPIRA SUR,11,2020,60890594,44401448,4467133,12022013,0,54328630,12852142,31704383,9637811,134294,6561964
MX LEMPIRA SUR,12,2020,67382421,49066611,4956012,13359798,0,64677984,14272916,39766598,10473342,165128,2704437
MX LEMPIRA SUR,12,2020,67382421,49066611,4956012,13359798,0,64677984,14272916,39766598,10473342,165128,2704437
MX LEMPIRA SUR,1,2021,5111842,4733028,378814,0,0,4590639,1443879,3146346,414,0,521203
MX LEMPIRA SUR,2,2021,10787796,9567922,793434,426440,0,9693606,2854081,6525179,313494,852,1094190
MX LEMPIRA SUR,3,2021,16848609,14832107,1246547,769955,0,15427899,4360499,10471346,576381,19673,1420710
MX LEMPIRA SUR,4,2021,20338187,17104141,1642710,1591336,0,20820647,5820360,13886632,1093662,19993,-482460
MX LEMPIRA SUR,5,2021,28981258,23365376,2105466,3510416,0,27320693,7321188,17303341,2676171,19993,1660565
MX LEMPIRA SUR,6,2021,38235461,29479806,2574803,6180852,0,34797664,8916330,20805212,5056129,19993,3437797
