COOPERATIVA,MES#,AÑO,SOLVENCIA,RANGO SOLVENCIA,MOROSIDAD,RANGO MOROSIDAD,COBERTURA MORA,RANGO COBERTURA MORA,LIQUIDEZ,RANGO LIQUIDEZ,ROA,RANGO ROA,ROE,RANGO ROE,AUTOSUFICIENCIA,RANGO AUTOSUFICIENCIA
FINACOOP,4,2020,0.0,E,37.79,E,0.0,E,,,-0.53,E,,,91.9,D
FINACOOP,5,2020,0.0,E,30.81,E,0.0,E,,,-1.15,E,,,85.91,D
FINACOOP,6,2020,0.0,E,25.49,E,0.0,E,,,-1.32,E,,,86.31,D
FINACOOP,7,2020,0.0,E,23.4,E,0.0,E,,,-1.52,E,,,86.45,D
FINACOOP,8,2020,,,,,,,,,,,,,,
FINACOOP,10,2020,0.0,E,19.51,E,0.0,E,,,-1.68,E,,,88.9,D
FINACOOP,11,2020,0.0,E,19.85,E,0.0,E,,,-1.93,E,,,88.66,D
FINACOOP,12,2020,0.0,E,18.61,E,0.0,E,,,-1.86,E,,,89.7,D
FINACOOP,1,2021,0.0,E,32.44,E,0.0,E,,,-0.04,E,,,97.43,C
FINACOOP,2,2021,0.0,E,29.42,E,0.0,E,,,-0.11,E,,,96.25,C
FINACOOP,3,2021,0.0,E,26.74,E,0.0,E,,,0.05,E,,,101.24,C
FINACOOP,4,2021,0.0,E,28.31,E,0.0,E,,,0.26,E,,,104.46,C
FINACOOP,5,2021,0.0,E,26.8,E,0.0,E,,,0.1,E,,,101.37,C
FINACOOP,6,2021,0.0,E,26.77,E,0.0,E,,,0.1,E,,,101.16,C
FINACOOP,7,2021,0.0,E,25.53,E,0.0,E,,,0.09,E,,,100.88,C
FINACOOP,8,2021,0.0,E,23.91,E,0.0,E,,,0.12,E,,,100.99,C
FINACOOP,9,2021,0.0,E,26.66,E,0.0,E,,,0.2,E,,,101.49,C
FINACOOP,10,2021,0.0,E,27.71,E,0.0,E,,,0.27,E,,,101.84,C
FINACOOP,11,2021,0.0,E,27.17,E,0.0,E,,,0.27,E,,,101.71,C
FINACOOP,12,2021,0.0,E,24.77,E,0.0,E,,,0.17,E,,,100.96,C
FINACOOP,1,2022,0.0,E,26.33,E,0.0,E,,,0.18,E,,,113.03,B
FINACOOP,2,2022,0.0,E,26.35,E,0.0,E,,,0.12,E,,,104.28,C
FINACOOP,3,2022,0.0,E,25.93,E,0.0,E,,,0.21,E,,,105.27,C
FINACOOP,4,2022,0.0,E,28.13,E,0.0,E,,,0.26,E,,,104.61,C
FINACOOP,5,2022,0.0,E,26.08,E,0.0,E,,,0.34,D,,,104.83,C
FINACOOP,6,2022,0.0,E,27.46,E,0.0,E,,,0.42,D,,,105.01,C
FINACOOP,7,2022,0.0,E,25.23,E,0.0,E,,,0.47,C,,,104.79,C
FINACOOP,8,2022,0.0,E,24.2,E,0.0,E,,,0.49,C,,,104.35,C
FINACOOP,9,2022,0.0,E,23.87,E,0.0,E,,,0.51,B,,,104.05,C
FINACOOP,10,2022,0.0,E,25.79,E,0.0,E,,,0.53,B,,,103.82,C
FINACOOP,11,2022,0.0,E,25.37,E,0.0,E,,,0.18,E,,,101.16,C
FINACOOP,12,2022,0.0,E,26.97,E,0.0,E,,,0.23,E,,,101.37,C
FINACOOP,1,2023,0.0,E,26.31,E,0.0,E,,,0.07,E,,,104.88,C
FINACOOP,2,2023,0.0,E,23.69,E,0.0,E,,,0.12,E,,,104.7,C
FINACOOP,3,2023,0.0,E,26.84,E,0.0,E,,,0.2,E,,,104.96,C
FINACOOP,4,2023,0.0,E,27.18,E,0.0,E,,,0.28,E,,,105.25,C
FINACOOP,5,2023,0.0,E,27.0,E,0.0,E,,,0.35,D,,,105.3,C
FINACOOP,6,2023,0.0,E,28.37,E,0.0,E,,,0.44,C,,,105.48,C
FINACOOP,7,2023,0.0,E,26.38,E,0.0,E,,,0.54,B,,,105.5,C
FINACOOP,8,2023,0.0,E,25.36,E,0.0,E,,,0.59,B,,,105.26,C
FINACOOP,9,2023,0.0,E,24.84,E,0.0,E,,,0.67,A,,,105.33,C
FINACOOP,10,2023,0.0,E,25.73,E,0.0,E,,,0.7,A,,,105.14,C
FINACOOP,11,2023,0.0,E,23.43,E,0.0,E,,,0.77,A,,,105.12,C
FINACOOP,12,2023,0.0,E,22.06,E,0.0,E,,,0.86,A,,,105.2,C
FINACOOP,1,2024,0.0,E,22.25,E,0.0,E,,,0.01,E,,,100.83,C
FINACOOP,2,2024,0.0,E,9.64,D,0.0,E,,,0.06,E,,,102.34,C
FINACOOP,3,2024,34.71,A,12.79,E,208.52,A,14.78,A,0.05,E,0.12,E,101.36,C
FINACOOP,4,2024,34.3,A,12.09,E,214.2,A,12.5,A,0.04,E,0.09,E,100.8,C
FINACOOP,5,2024,35.4,A,10.14,E,254.35,A,9.79,B,0.13,E,0.31,E,102.15,C
FINACOOP,6,2024,35.21,A,9.56,D,264.29,A,8.95,C,0.22,E,0.53,E,103.07,C
FINACOOP,7,2024,35.48,A,10.27,E,245.1,A,7.4,D,0.27,E,0.62,E,103.08,C
FINACOOP,8,2024,35.79,A,10.87,E,223.24,A,4.42,E,0.34,D,0.79,E,103.42,C
FINACOOP,9,2024,35.84,A,10.9,E,222.95,A,4.05,E,0.36,D,0.83,E,103.19,C
FINACOOP,10,2024,35.94,A,10.59,E,234.31,A,7.32,D,0.38,D,0.88,E,103.02,C
FINACOOP,11,2024,36.56,A,8.95,D,276.22,A,5.81,D,0.47,C,1.05,E,103.3,C
FINACOOP,12,2024,36.8,A,9.03,D,268.81,A,8.41,C,0.58,B,1.32,E,103.82,C
FINACOOP,1,2025,35.93,A,9.27,D,269.71,A,16.75,A,-0.1,E,-0.24,E,92.21,D
FINACOOP,2,2025,35.64,A,14.32,E,177.51,A,19.4,A,-0.15,E,-0.36,E,93.99,C
FINACOOP,3,2025,34.77,A,17.13,E,150.24,A,23.17,A,-0.07,E,-0.16,E,98.21,C
FINACOOP,4,2025,36.73,A,13.09,E,195.58,A,14.32,A,-0.02,E,-0.05,E,99.63,C
FINACOOP,5,2025,36.77,A,16.93,E,150.21,A,14.1,A,0.09,E,0.2,E,101.35,C
FINACOOP,6,2025,36.56,A,17.46,E,139.18,A,11.42,B,0.24,E,0.54,E,103.0,C
FINACOOP,7,2025,36.45,A,18.22,E,133.94,A,11.56,B,0.28,E,0.65,E,103.08,C
FINACOOP,8,2025,36.39,A,17.39,E,153.23,A,13.28,A,0.36,D,0.8,E,103.33,C
FINACOOP,9,2025,36.49,A,15.79,E,169.43,A,13.12,A,0.46,C,1.02,E,103.75,C
FINACOOP,10,2025,36.66,A,16.4,E,162.57,A,11.5,B,0.51,B,1.15,E,103.8,C
FINACOOP,11,2025,35.83,A,14.04,E,183.04,A,13.76,A,0.55,B,1.27,E,103.82,C
FINACOOP,12,2025,35.31,A,13.7,E,185.84,A,14.78,A,0.58,B,1.36,E,103.69,C
FINACOOP,1,2026,34.69,A,13.05,E,199.78,A,20.48,A,-0.06,E,-0.14,E,96.07,C
FINACOOP,2,2026,34.48,A,11.34,E,232.09,A,18.74,A,-0.08,E,-0.18,E,97.23,C
FINACOOP,3,2026,33.63,A,,,,,16.37,A,0.02,E,0.05,E,100.51,C
FRATERNIDAD HONDURAS,7,2022,0.0,E,73.37,E,0.0,E,,,-8.41,E,,,40.6,E
FRATERNIDAD HONDURAS,8,2022,0.0,E,75.84,E,0.0,E,,,-9.57,E,,,40.11,E
FRATERNIDAD HONDURAS,9,2022,0.0,E,76.9,E,0.0,E,,,-10.97,E,,,38.91,E
FRATERNIDAD HONDURAS,10,2022,0.0,E,76.42,E,0.0,E,,,-12.54,E,,,38.19,E
FRATERNIDAD HONDURAS,11,2022,0.0,E,55.41,E,0.0,E,,,-22.33,E,,,37.75,E
FRATERNIDAD HONDURAS,12,2022,0.0,E,64.39,E,0.0,E,,,-27.2,E,,,35.62,E
FRATERNIDAD HONDURAS,1,2023,0.0,E,62.97,E,0.0,E,,,-3.65,E,,,18.91,E
FRATERNIDAD HONDURAS,2,2023,0.0,E,66.77,E,0.0,E,,,-5.35,E,,,29.52,E
FRATERNIDAD HONDURAS,3,2023,0.0,E,64.75,E,0.0,E,,,-7.14,E,,,32.42,E
FRATERNIDAD HONDURAS,4,2023,0.0,E,62.36,E,0.0,E,,,-9.34,E,,,32.62,E
FRATERNIDAD HONDURAS,5,2023,0.0,E,63.47,E,0.0,E,,,-12.59,E,,,30.86,E
FRATERNIDAD HONDURAS,7,2023,0.0,E,65.26,E,0.0,E,,,-18.52,E,,,29.04,E
FRATERNIDAD HONDURAS,8,2023,0.0,E,64.78,E,0.0,E,,,-21.09,E,,,29.05,E
FRATERNIDAD HONDURAS,9,2023,0.0,E,65.16,E,0.0,E,,,-23.71,E,,,29.09,E
FRATERNIDAD HONDURAS,10,2023,0.0,E,65.9,E,0.0,E,,,-26.09,E,,,29.22,E
FRATERNIDAD HONDURAS,12,2023,0.0,E,71.31,E,0.0,E,,,-33.11,E,,,30.11,E
FRATERNIDAD HONDURAS,1,2024,0.0,E,70.01,E,0.0,E,,,-4.25,E,,,16.41,E
FRATERNIDAD HONDURAS,2,2024,0.0,E,73.04,E,0.0,E,,,-6.96,E,,,18.03,E
FRATERNIDAD HONDURAS,3,2024,-26.3,E,71.68,E,60.35,D,0.47,E,-7.44,E,22.03,A,19.59,E
FRATERNIDAD PESPIRENSE,1,2019,0.0,E,3.85,B,0.0,E,,,0.06,E,,,106.04,C
FRATERNIDAD PESPIRENSE,2,2019,0.0,E,4.32,B,0.0,E,,,0.13,E,,,107.12,C
FRATERNIDAD PESPIRENSE,3,2019,0.0,E,4.01,B,0.0,E,,,0.24,E,,,108.67,C
FRATERNIDAD PESPIRENSE,4,2019,0.0,E,5.09,C,0.0,E,,,0.29,E,,,108.19,C
FRATERNIDAD PESPIRENSE,5,2019,0.0,E,0.63,A,0.0,E,,,0.16,E,,,103.64,C
FRATERNIDAD PESPIRENSE,6,2019,0.0,E,4.72,B,0.0,E,,,0.47,C,,,108.77,C
FRATERNIDAD PESPIRENSE,7,2019,0.0,E,4.57,B,0.0,E,,,0.56,B,,,108.93,C
FRATERNIDAD PESPIRENSE,8,2019,0.0,E,5.18,C,0.0,E,,,0.64,B,,,109.01,C
FRATERNIDAD PESPIRENSE,9,2019,0.0,E,5.37,C,0.0,E,,,0.75,A,,,109.41,C
FRATERNIDAD PESPIRENSE,10,2019,0.0,E,2.77,B,0.0,E,,,0.89,A,,,110.19,B
FRATERNIDAD PESPIRENSE,11,2019,0.0,E,3.03,B,0.0,E,,,0.68,A,,,106.02,C
FRATERNIDAD PESPIRENSE,12,2019,0.0,E,3.03,B,0.0,E,,,0.68,A,,,106.02,C
FRATERNIDAD PESPIRENSE,1,2020,0.0,E,3.0,B,0.0,E,,,0.11,E,,,111.28,B
FRATERNIDAD PESPIRENSE,2,2020,0.0,E,3.52,B,0.0,E,,,0.29,E,,,115.83,B
FRATERNIDAD PESPIRENSE,3,2020,0.0,E,0.67,A,0.0,E,,,0.21,E,,,107.81,C
FRATERNIDAD PESPIRENSE,4,2020,0.0,E,0.55,A,0.0,E,,,0.13,E,,,103.66,C
FRATERNIDAD PESPIRENSE,5,2020,0.0,E,0.63,A,0.0,E,,,0.16,E,,,103.64,C
FRATERNIDAD PESPIRENSE,6,2020,0.0,E,0.84,A,0.0,E,,,0.18,E,,,103.5,C
FRATERNIDAD PESPIRENSE,7,2020,0.0,E,0.92,A,0.0,E,,,0.36,D,,,106.17,C
FRATERNIDAD PESPIRENSE,8,2020,0.0,E,1.16,A,0.0,E,,,0.58,B,,,109.0,C
FRATERNIDAD PESPIRENSE,9,2020,0.0,E,1.46,A,0.0,E,,,0.75,A,,,110.49,B
FRATERNIDAD PESPIRENSE,10,2020,0.0,E,1.57,A,0.0,E,,,0.87,A,,,111.19,B
FRATERNIDAD PESPIRENSE,11,2020,0.0,E,1.64,A,0.0,E,,,1.0,A,,,111.91,B
FRATERNIDAD PESPIRENSE,12,2020,0.0,E,1.65,A,0.0,E,,,0.56,B,,,105.76,C
FRATERNIDAD PESPIRENSE,1,2021,0.0,E,1.67,A,0.0,E,,,0.1,E,,,113.91,B
FRATERNIDAD PESPIRENSE,2,2021,0.0,E,1.82,A,0.0,E,,,0.2,E,,,113.71,B
FRATERNIDAD PESPIRENSE,3,2021,0.0,E,1.95,A,0.0,E,,,0.35,D,,,115.56,B
FRATERNIDAD PESPIRENSE,4,2021,0.0,E,1.99,A,0.0,E,,,0.5,C,,,116.72,B
FRATERNIDAD PESPIRENSE,5,2021,0.0,E,2.25,A,0.0,E,,,0.59,B,,,115.87,B
FRATERNIDAD PESPIRENSE,6,2021,0.0,E,2.53,B,0.0,E,,,0.66,A,,,115.21,B
FRATERNIDAD PESPIRENSE,7,2021,0.0,E,2.49,A,0.0,E,,,0.84,A,,,116.52,B
FRATERNIDAD PESPIRENSE,8,2021,0.0,E,2.3,A,0.0,E,,,0.93,A,,,116.3,B
FRATERNIDAD PESPIRENSE,9,2021,0.0,E,2.25,A,0.0,E,,,0.97,A,,,115.19,B
FRATERNIDAD PESPIRENSE,10,2021,0.0,E,2.25,A,0.0,E,,,1.0,A,,,114.16,B
FRATERNIDAD PESPIRENSE,11,2021,0.0,E,1.94,A,0.0,E,,,1.09,A,,,114.11,B
FRATERNIDAD PESPIRENSE,12,2021,0.0,E,1.73,A,0.0,E,,,0.67,A,,,107.31,C
FRATERNIDAD PESPIRENSE,1,2022,0.0,E,1.59,A,0.0,E,,,0.11,E,,,117.75,B
FRATERNIDAD PESPIRENSE,2,2022,0.0,E,1.66,A,0.0,E,,,0.18,E,,,114.29,B
FRATERNIDAD PESPIRENSE,3,2022,0.0,E,1.65,A,0.0,E,,,0.32,D,,,116.35,B
FRATERNIDAD PESPIRENSE,4,2022,0.0,E,1.6,A,0.0,E,,,0.38,D,,,114.7,B
FRATERNIDAD PESPIRENSE,5,2022,0.0,E,1.3,A,0.0,E,,,0.5,B,,,115.8,B
FRATERNIDAD PESPIRENSE,6,2022,0.0,E,1.24,A,0.0,E,,,0.63,B,,,116.7,B
FRATERNIDAD PESPIRENSE,7,2022,0.0,E,1.25,A,0.0,E,,,0.74,A,,,116.72,B
FRATERNIDAD PESPIRENSE,8,2022,0.0,E,1.28,A,0.0,E,,,0.85,A,,,116.75,B
FRATERNIDAD PESPIRENSE,9,2022,0.0,E,1.04,A,0.0,E,,,1.06,A,,,118.67,B
FRATERNIDAD PESPIRENSE,10,2022,0.0,E,1.22,A,0.0,E,,,1.16,A,,,118.61,B
FRATERNIDAD PESPIRENSE,11,2022,0.0,E,1.25,A,0.0,E,,,1.26,A,,,118.44,B
FRATERNIDAD PESPIRENSE,12,2022,0.0,E,1.36,A,0.0,E,,,0.57,B,,,106.95,C
FRATERNIDAD PESPIRENSE,1,2023,0.0,E,1.44,A,0.0,E,,,0.09,E,,,114.6,B
FRATERNIDAD PESPIRENSE,2,2023,0.0,E,1.15,A,0.0,E,,,0.18,E,,,114.27,B
FRATERNIDAD PESPIRENSE,3,2023,0.0,E,1.14,A,0.0,E,,,0.43,C,,,122.26,B
FRATERNIDAD PESPIRENSE,4,2023,0.0,E,1.17,A,0.0,E,,,0.45,C,,,117.2,B
FRATERNIDAD PESPIRENSE,5,2023,0.0,E,1.35,A,0.0,E,,,0.81,A,,,124.01,B
FRATERNIDAD PESPIRENSE,6,2023,0.0,E,1.48,A,0.0,E,,,0.98,A,,,124.92,B
FRATERNIDAD PESPIRENSE,7,2023,0.0,E,1.79,A,0.0,E,,,1.07,A,,,123.32,B
FRATERNIDAD PESPIRENSE,8,2023,0.0,E,1.78,A,0.0,E,,,1.21,A,,,123.31,B
FRATERNIDAD PESPIRENSE,9,2023,0.0,E,1.81,A,0.0,E,,,1.46,A,,,124.89,B
FRATERNIDAD PESPIRENSE,10,2023,0.0,E,1.99,A,0.0,E,,,1.56,A,,,123.95,B
FRATERNIDAD PESPIRENSE,11,2023,0.0,E,2.05,A,0.0,E,,,1.75,A,,,124.38,B
FRATERNIDAD PESPIRENSE,12,2023,0.0,E,2.07,A,0.0,E,,,1.97,A,,,125.06,B
FRATERNIDAD PESPIRENSE,1,2024,0.0,E,2.18,A,0.0,E,,,0.16,E,,,123.42,B
FRATERNIDAD PESPIRENSE,2,2024,0.0,E,2.14,A,0.0,E,,,0.27,E,,,119.66,B
FRATERNIDAD PESPIRENSE,3,2024,56.12,A,2.24,A,212.53,A,5.67,D,0.41,D,0.71,E,120.4,B
FRATERNIDAD PESPIRENSE,4,2024,56.26,A,2.2,A,216.53,A,8.12,C,0.55,B,0.94,E,120.39,B
FRATERNIDAD PESPIRENSE,5,2024,56.02,A,1.97,A,243.55,A,5.38,E,0.66,A,1.13,E,119.52,B
FRATERNIDAD PESPIRENSE,6,2024,55.68,A,1.89,A,253.05,A,5.93,D,0.83,A,1.45,E,121.03,B
FRATERNIDAD PESPIRENSE,7,2024,55.58,A,2.31,A,214.97,A,3.82,E,1.06,A,1.83,E,122.32,B
FRATERNIDAD PESPIRENSE,8,2024,55.66,A,1.11,A,375.95,A,4.04,E,1.22,A,2.13,E,122.51,B
FRATERNIDAD PESPIRENSE,9,2024,55.79,A,1.4,A,255.91,A,5.12,E,1.4,A,2.44,E,123.12,B
FRATERNIDAD PESPIRENSE,10,2024,55.76,A,1.47,A,245.4,A,4.05,E,1.56,A,2.73,E,123.34,B
FRATERNIDAD PESPIRENSE,11,2024,56.09,A,1.62,A,231.24,A,4.87,E,1.89,A,3.29,E,125.58,B
FRATERNIDAD PESPIRENSE,12,2024,56.35,A,1.58,A,243.55,A,6.38,D,2.1,A,3.63,E,125.79,B
FRATERNIDAD PESPIRENSE,1,2025,55.19,A,1.79,A,221.71,A,4.33,E,0.3,E,0.53,E,142.01,B
FRATERNIDAD PESPIRENSE,2,2025,55.29,A,1.29,A,275.52,A,3.99,E,0.48,C,0.85,E,133.57,B
FRATERNIDAD PESPIRENSE,3,2025,55.29,A,1.18,A,309.98,A,5.25,E,0.72,A,1.28,E,133.44,B
FRATERNIDAD PESPIRENSE,4,2025,55.65,A,1.17,A,322.58,A,5.49,D,0.95,A,1.67,E,132.42,B
FRATERNIDAD PESPIRENSE,5,2025,55.67,A,1.12,A,341.93,A,5.43,D,1.13,A,1.99,E,130.87,B
FRATERNIDAD PESPIRENSE,6,2025,55.18,A,1.25,A,313.87,A,5.37,E,1.29,A,2.29,E,129.58,B
FRATERNIDAD PESPIRENSE,7,2025,54.92,A,1.44,A,280.86,A,5.44,D,1.46,A,2.6,E,128.77,B
FRATERNIDAD PESPIRENSE,8,2025,54.72,A,1.61,A,254.41,A,4.75,E,1.8,A,3.21,E,131.16,B
FRATERNIDAD PESPIRENSE,9,2025,54.81,A,1.7,A,243.42,A,5.53,D,1.97,A,3.51,E,130.53,B
FRATERNIDAD PESPIRENSE,10,2025,54.61,A,2.13,A,198.73,A,5.34,E,2.12,A,3.79,E,129.64,B
FRATERNIDAD PESPIRENSE,11,2025,54.71,A,1.8,A,238.27,A,5.52,D,2.26,A,4.02,E,128.81,B
FRATERNIDAD PESPIRENSE,12,2025,54.87,A,2.24,A,193.93,A,4.76,E,2.39,A,4.26,E,128.02,B
FRATERNIDAD PESPIRENSE,1,2026,53.32,A,1.85,A,225.48,A,4.8,E,0.13,E,0.23,E,117.85,B
FRATERNIDAD PESPIRENSE,2,2026,53.27,A,1.74,A,239.19,A,4.3,E,0.24,E,0.43,E,116.84,B
FRATERNIDAD PESPIRENSE,3,2026,53.79,A,,,,,4.76,E,0.32,D,0.59,E,115.36,B
FRONTERIZA INTIBUCANA,1,2019,0.0,E,8.64,D,0.0,E,,,0.1,E,,,113.41,B
FRONTERIZA INTIBUCANA,2,2019,0.0,E,8.83,D,0.0,E,,,0.17,E,,,111.53,B
FRONTERIZA INTIBUCANA,3,2019,0.0,E,9.91,D,0.0,E,,,0.27,E,,,112.23,B
FRONTERIZA INTIBUCANA,4,2019,0.0,E,8.07,D,0.0,E,,,0.37,D,,,112.69,B
FRONTERIZA INTIBUCANA,5,2019,0.0,E,9.95,D,0.0,E,,,0.67,A,,,119.71,B
FRONTERIZA INTIBUCANA,7,2019,0.0,E,12.52,E,0.0,E,,,0.63,B,,,112.25,B
FRONTERIZA INTIBUCANA,8,2019,0.0,E,12.1,E,0.0,E,,,0.82,A,,,114.4,B
FRONTERIZA INTIBUCANA,9,2019,0.0,E,12.71,E,0.0,E,,,1.06,A,,,117.15,B
FRONTERIZA INTIBUCANA,10,2019,0.0,E,13.09,E,0.0,E,,,1.24,A,,,118.72,B
FRONTERIZA INTIBUCANA,11,2019,0.0,E,11.17,E,0.0,E,,,1.37,A,,,118.45,B
FRONTERIZA INTIBUCANA,12,2019,0.0,E,10.15,E,0.0,E,,,1.47,A,,,118.47,B
FRONTERIZA INTIBUCANA,1,2020,0.0,E,12.22,E,0.0,E,,,0.12,E,,,116.8,B
FRONTERIZA INTIBUCANA,2,2020,0.0,E,14.21,E,0.0,E,,,0.25,E,,,117.28,B
FRONTERIZA INTIBUCANA,3,2020,0.0,E,18.53,E,0.0,E,,,0.4,D,,,119.17,B
FRONTERIZA INTIBUCANA,4,2020,0.0,E,7.93,D,0.0,E,,,0.54,B,,,119.54,B
FRONTERIZA INTIBUCANA,5,2020,0.0,E,9.95,D,0.0,E,,,0.67,A,,,119.71,B
FRONTERIZA INTIBUCANA,6,2020,0.0,E,18.86,E,0.0,E,,,0.75,A,,,119.04,B
FRONTERIZA INTIBUCANA,7,2020,0.0,E,20.87,E,0.0,E,,,0.83,A,,,118.33,B
FRONTERIZA INTIBUCANA,8,2020,0.0,E,19.11,E,0.0,E,,,0.97,A,,,118.83,B
FRONTERIZA INTIBUCANA,9,2020,0.0,E,17.61,E,0.0,E,,,1.1,A,,,119.19,B
FRONTERIZA INTIBUCANA,10,2020,0.0,E,15.29,E,0.0,E,,,1.13,A,,,118.84,B
FRONTERIZA INTIBUCANA,11,2020,0.0,E,14.03,E,0.0,E,,,1.17,A,,,117.6,B
FRONTERIZA INTIBUCANA,12,2020,0.0,E,9.79,D,0.0,E,,,1.11,A,,,114.98,B
FRONTERIZA INTIBUCANA,1,2021,0.0,E,10.62,E,0.0,E,,,0.16,E,,,126.24,B
FRONTERIZA INTIBUCANA,2,2021,0.0,E,10.63,E,0.0,E,,,0.38,D,,,134.21,B
FRONTERIZA INTIBUCANA,3,2021,0.0,E,9.76,D,0.0,E,,,0.47,C,,,126.05,B
FRONTERIZA INTIBUCANA,4,2021,0.0,E,11.3,E,0.0,E,,,0.61,B,,,126.0,B
FRONTERIZA INTIBUCANA,5,2021,0.0,E,11.13,E,0.0,E,,,0.74,A,,,125.17,B
FRONTERIZA INTIBUCANA,6,2021,0.0,E,9.87,D,0.0,E,,,0.83,A,,,123.19,B
FRONTERIZA INTIBUCANA,7,2021,0.0,E,10.17,E,0.0,E,,,0.87,A,,,120.6,B
FRONTERIZA INTIBUCANA,8,2021,0.0,E,9.7,D,0.0,E,,,0.95,A,,,119.87,B
FRONTERIZA INTIBUCANA,9,2021,0.0,E,6.33,C,0.0,E,,,1.22,A,,,123.28,B
FRONTERIZA INTIBUCANA,10,2021,0.0,E,5.3,C,0.0,E,,,1.43,A,,,125.0,B
FRONTERIZA INTIBUCANA,11,2021,0.0,E,4.78,B,0.0,E,,,1.51,A,,,124.2,B
FRONTERIZA INTIBUCANA,12,2021,0.0,E,3.53,B,0.0,E,,,0.71,A,,,109.21,C
FRONTERIZA INTIBUCANA,1,2022,0.0,E,3.53,B,0.0,E,,,0.16,E,,,130.96,B
FRONTERIZA INTIBUCANA,2,2022,0.0,E,3.53,B,0.0,E,,,0.16,E,,,130.96,B
FRONTERIZA INTIBUCANA,3,2022,0.0,E,3.57,B,0.0,E,,,0.49,C,,,129.39,B
FRONTERIZA INTIBUCANA,4,2022,0.0,E,3.9,B,0.0,E,,,0.66,A,,,131.04,B
FRONTERIZA INTIBUCANA,5,2022,0.0,E,3.43,B,0.0,E,,,0.86,A,,,132.02,B
FRONTERIZA INTIBUCANA,6,2022,0.0,E,3.19,B,0.0,E,,,1.01,A,,,133.36,B
FRONTERIZA INTIBUCANA,7,2022,0.0,E,4.12,B,0.0,E,,,1.18,A,,,134.06,B
FRONTERIZA INTIBUCANA,8,2022,0.0,E,3.9,B,0.0,E,,,1.33,A,,,134.17,B
FRONTERIZA INTIBUCANA,9,2022,0.0,E,3.4,B,0.0,E,,,1.41,A,,,132.4,B
FRONTERIZA INTIBUCANA,10,2022,0.0,E,3.07,B,0.0,E,,,1.51,A,,,131.87,B
FRONTERIZA INTIBUCANA,11,2022,0.0,E,3.03,B,0.0,E,,,1.55,A,,,129.99,B
FRONTERIZA INTIBUCANA,12,2022,0.0,E,3.8,B,0.0,E,,,0.74,A,,,111.22,B
FRONTERIZA INTIBUCANA,1,2023,0.0,E,3.67,B,0.0,E,,,0.08,E,,,114.76,B
FRONTERIZA INTIBUCANA,2,2023,0.0,E,3.04,B,0.0,E,,,0.16,E,,,115.67,B
FRONTERIZA INTIBUCANA,3,2023,0.0,E,3.93,B,0.0,E,,,0.17,E,,,110.46,B
FRONTERIZA INTIBUCANA,4,2023,0.0,E,4.32,B,0.0,E,,,0.27,E,,,113.07,B
FRONTERIZA INTIBUCANA,5,2023,0.0,E,4.75,B,0.0,E,,,0.38,D,,,114.81,B
FRONTERIZA INTIBUCANA,6,2023,0.0,E,4.63,B,0.0,E,,,0.49,C,,,115.85,B
FRONTERIZA INTIBUCANA,7,2023,0.0,E,4.33,B,0.0,E,,,0.63,B,,,117.95,B
FRONTERIZA INTIBUCANA,8,2023,0.0,E,4.0,B,0.0,E,,,0.78,A,,,119.94,B
FRONTERIZA INTIBUCANA,9,2023,0.0,E,5.12,C,0.0,E,,,0.98,A,,,122.47,B
FRONTERIZA INTIBUCANA,10,2023,0.0,E,5.12,C,0.0,E,,,0.98,A,,,122.47,B
FRONTERIZA INTIBUCANA,11,2023,0.0,E,4.25,B,0.0,E,,,1.46,A,,,128.56,B
FRONTERIZA INTIBUCANA,12,2023,0.0,E,4.54,B,0.0,E,,,0.6,B,,,108.88,C
FRONTERIZA INTIBUCANA,1,2024,0.0,E,4.69,B,0.0,E,,,0.25,E,,,149.67,A
FRONTERIZA INTIBUCANA,2,2024,0.0,E,4.87,B,0.0,E,,,0.45,C,,,143.23,A
FRONTERIZA INTIBUCANA,3,2024,15.86,A,5.14,C,63.44,D,20.1,A,0.49,C,3.04,E,129.15,B
FRONTERIZA INTIBUCANA,4,2024,16.57,A,5.64,C,55.43,E,18.28,A,0.7,A,4.12,E,131.69,B
FRONTERIZA INTIBUCANA,5,2024,16.6,A,5.97,C,50.99,E,18.54,A,0.91,A,5.41,E,134.15,B
FRONTERIZA INTIBUCANA,6,2024,16.67,A,5.53,C,53.39,E,18.93,A,1.14,A,6.72,D,136.07,B
FRONTERIZA INTIBUCANA,7,2024,16.71,A,5.57,C,50.56,E,18.71,A,1.32,A,7.78,D,136.13,B
FRONTERIZA INTIBUCANA,8,2024,16.92,A,7.36,D,36.88,E,16.48,A,1.6,A,9.27,C,138.82,B
FRONTERIZA INTIBUCANA,9,2024,17.14,A,7.86,D,32.64,E,15.19,A,1.9,A,10.91,B,142.18,B
FRONTERIZA INTIBUCANA,10,2024,17.35,A,6.52,C,37.4,E,13.52,A,2.23,A,12.63,B,145.04,A
FRONTERIZA INTIBUCANA,11,2024,17.34,A,6.57,C,35.46,E,8.83,C,2.47,A,14.0,A,146.11,A
FRONTERIZA INTIBUCANA,12,2024,17.49,A,5.95,C,41.5,E,11.22,B,1.23,A,6.93,D,116.4,B
FRONTERIZA INTIBUCANA,1,2025,16.28,A,5.46,C,43.92,E,10.92,B,0.33,D,1.99,E,158.4,A
